Date,MO
2023-07-31,131.12532727422655
2023-08-01,130.13055789887954
2023-08-02,134.20448756093572
2023-08-03,131.73519186126563
2023-08-04,130.5221330797281
2023-08-07,128.20097717441004
2023-08-08,126.73922098652999
2023-08-09,126.28298507685025
2023-08-10,127.38380384036499
2023-08-11,131.3137705215437
2023-08-14,135.00598057882152
2023-08-15,136.15619132545692
2023-08-16,135.63914822641033
2023-08-17,139.18638044934028
2023-08-18,143.6912171213648
2023-08-21,146.96164224952926
2023-08-22,146.6734308934706
2023-08-23,148.66058086872582
2023-08-24,149.73870438631968
2023-08-25,152.32482629679586
2023-08-28,154.00188685223918
2023-08-29,154.69329593784263
2023-08-30,150.2848504473452
2023-08-31,148.33079999914705
2023-09-01,147.4885782102451
2023-09-04,146.42665470956587
2023-09-05,146.97948483996748
2023-09-06,147.17123249289284
2023-09-07,148.49590362510463
2023-09-08,153.7541620490436
2023-09-11,153.43410734300537
2023-09-12,157.3793186690375
2023-09-13,153.48264107275028
2023-09-14,148.1064984932634
2023-09-15,149.24910622091116
2023-09-18,148.3647174655654
2023-09-19,145.6552655148555
2023-09-20,143.8367618871542
2023-09-21,143.18161422729156
2023-09-22,143.70442499449229
2023-09-25,144.02198424520623
2023-09-26,142.5833502737623
2023-09-27,141.46517113916764
2023-09-28,142.16213665959617
2023-09-29,136.49508996682144
2023-10-02,134.0454377818213
2023-10-03,132.08858505700593
2023-10-04,133.1319059049554
2023-10-05,135.18315349320758
2023-10-06,136.6657436556618
2023-10-09,135.80450348213924
2023-10-10,137.011029311597
2023-10-11,139.10272617451702
2023-10-12,136.10424210383388
2023-10-13,136.49070191767643
2023-10-16,134.2674799626142
2023-10-17,130.66465644165982
2023-10-18,133.72191218676335
2023-10-19,132.52020587182656
2023-10-20,130.1602936011633
2023-10-23,130.4089559588083
2023-10-24,131.2551528274957
2023-10-25,128.1665967789306
2023-10-26,126.10672824073336
2023-10-27,124.66715861075365
2023-10-30,120.64083856796911
2023-10-31,119.03047005346428
2023-11-01,121.77792962755203
2023-11-02,120.0723256097251
2023-11-03,118.98335186816641
2023-11-06,117.49716568954433
2023-11-07,117.018144232792
2023-11-08,111.44248527543549
2023-11-09,113.82857867478269
2023-11-10,111.83874436449643
2023-11-13,110.81531468070584
2023-11-14,110.82672712951427
2023-11-15,112.27815325453577
2023-11-16,112.88478179336485
2023-11-17,113.43326567148333
2023-11-20,111.2101250565191
2023-11-21,111.61236490213315
2023-11-22,112.84453032392696
2023-11-23,108.37652239454444
2023-11-24,109.0057226128305
2023-11-27,109.92860580010193
2023-11-28,110.1725845041081
2023-11-29,109.47218903286624
2023-11-30,113.81665895236394
2023-12-01,116.82131269628539
2023-12-04,119.16107511482551
2023-12-05,116.80650299148157
2023-12-06,115.83463670473759
2023-12-07,117.30362949667943
2023-12-08,117.23063310141801
2023-12-11,117.17977503633331
2023-12-12,120.89347164185226
2023-12-13,122.3089357413373
2023-12-14,121.54584740983368
2023-12-15,124.81664099069991
2023-12-18,124.47959997414442
2023-12-19,121.11714641405322
2023-12-20,120.64439720589814
2023-12-21,117.39317859280446
2023-12-22,117.56661304955321
2023-12-25,120.7587722686552
2023-12-26,120.63839557748747
2023-12-27,118.52565433984063
2023-12-28,118.25013924090165
2023-12-29,120.57659071796455
2024-01-01,123.54089772214698
2024-01-02,124.20865583475363
2024-01-03,127.07434304771832
2024-01-04,127.4159602323659
2024-01-05,130.77201384160722
2024-01-08,131.1465472825335
2024-01-09,127.7208181089577
2024-01-10,124.17242376943443
2024-01-11,124.6574717850659
2024-01-12,128.2825662112745
2024-01-15,128.25421619425794
2024-01-16,129.38515948380362
2024-01-17,128.81411564424113
2024-01-18,131.30316146688187
2024-01-19,129.37915936077502
2024-01-22,132.37259577212234
2024-01-23,135.72505974500515
2024-01-24,139.46944816298708
2024-01-25,143.4092470881991
2024-01-26,141.07106433378138
2024-01-29,141.75191767806115
2024-01-30,145.99879331436293
2024-01-31,146.04841612443172
2024-02-01,147.0362475081277
2024-02-02,145.37801272124602
2024-02-05,145.73633103954873
2024-02-06,144.37528346164402
2024-02-07,142.5951621706509
2024-02-08,139.69679414241884
2024-02-09,136.43998908626438
2024-02-12,138.40457161071296
2024-02-13,139.70869376207864
2024-02-14,140.67568675156727
2024-02-15,141.41069977850194
2024-02-16,144.0523913764008
2024-02-19,141.07065510640425
2024-02-20,140.75757259101863
2024-02-21,143.24716927245058
2024-02-22,142.47573784679116
2024-02-23,142.2856264720762
2024-02-26,142.0876064564313
2024-02-27,146.01774097360527
2024-02-28,150.90319236087507
2024-02-29,152.5185856945578
2024-03-01,152.01320090696052
2024-03-04,150.92719770170646
2024-03-05,151.37547436889315
2024-03-06,150.94405175404322
2024-03-07,150.46734095737918
2024-03-08,149.5543649051196
2024-03-11,146.79763957947017
2024-03-12,148.0875983999423
2024-03-13,148.11475584363225
2024-03-14,150.86825346859888
2024-03-15,153.48133100366078
2024-03-18,151.17199525467575
2024-03-19,151.39793164951675
2024-03-20,150.5440085678636
2024-03-21,149.2000839765929
2024-03-22,145.3487333413563
2024-03-25,146.4425210752306
2024-03-26,146.4375330496818
2024-03-27,146.0956374826757
2024-03-28,143.34437495492264
2024-03-29,141.27951695075853
2024-04-01,140.72716607105178
2024-04-02,139.34774806284065
2024-04-03,134.27035120565674
2024-04-04,130.34821062377378
2024-04-05,126.77420894160132
2024-04-08,128.26191838971096
2024-04-09,129.29799194728133
2024-04-10,128.49953914188103
2024-04-11,126.72501310610777
2024-04-12,127.25151235267707
2024-04-15,125.92645877151286
2024-04-16,125.58406336267862
2024-04-17,122.54403181249117
2024-04-18,123.77099640329845
2024-04-19,124.64233646296002
2024-04-22,125.54137331171266
2024-04-23,127.1644871218912
2024-04-24,126.01600778322381
2024-04-25,126.848231036858
2024-04-26,128.05648570799647
2024-04-29,128.92130552371614
2024-04-30,132.78161016899864
2024-05-01,134.95576947027138
2024-05-02,136.2837565260593
2024-05-03,138.78944468306057
2024-05-06,141.33617797363138
2024-05-07,142.04451980661818
2024-05-08,143.61289287055166
2024-05-09,144.2332905544049
2024-05-10,147.689587310426
2024-05-13,147.68482004729864
2024-05-14,146.8519170612597
2024-05-15,149.98723859983377
2024-05-16,147.7535783914109
2024-05-17,147.0563584834203
2024-05-20,146.25594969363368
2024-05-21,147.55750614548947
2024-05-22,146.5727175560585
2024-05-23,147.3493141408358
2024-05-24,144.2203256569504
2024-05-27,143.14100409315418
2024-05-28,141.79455458763667
2024-05-29,140.95472427688483
2024-05-30,145.83483332421156
2024-05-31,146.30249048484657
2024-06-03,143.96731760315896
2024-06-04,142.75858595784536
2024-06-05,142.638654012195
2024-06-06,140.6309817904117
2024-06-07,143.12351221021328
2024-06-10,143.9166917264752
2024-06-11,143.17591845447194
2024-06-12,143.36829162272423
2024-06-13,143.60525185995985
2024-06-14,140.73010157856808
2024-06-17,139.22422109685158
2024-06-18,138.76685737713595
2024-06-19,136.7371367072669
2024-06-20,134.75862204170502
2024-06-21,136.14552831016726
2024-06-24,135.24620929492278
2024-06-25,134.670605413202
2024-06-26,133.24408760038523
2024-06-27,135.46314176545636
2024-06-28,136.4166136359373
2024-07-01,138.24219184332642
2024-07-02,137.43306094321213
2024-07-03,134.75079420560874
2024-07-04,136.22205651693378
2024-07-05,135.61171259035183
2024-07-08,134.20570777338716
2024-07-09,136.01084686790412
2024-07-10,138.4128571782665
2024-07-11,138.26125514263407
2024-07-12,137.74871465135675
2024-07-15,136.73640476644078
2024-07-16,140.90134908125566
2024-07-17,143.22410144201186
2024-07-18,144.55356871346788
2024-07-19,147.40902056241436
2024-07-22,154.0462001783632
2024-07-23,152.03834470222162
2024-07-24,152.67288518625583
2024-07-25,152.906477281265
2024-07-26,151.48483192324878
2024-07-29,150.82425350334475
2024-07-30,155.62844484632552
2024-07-31,156.25372288984767
2024-08-01,155.7455984442386
2024-08-02,154.93250043667283
2024-08-05,148.8871453219204
2024-08-06,150.9148274211286
2024-08-07,152.03794510460196
2024-08-08,151.63085861752566
2024-08-09,149.1211421438592
2024-08-12,149.22555140625806
2024-08-13,143.20262525537242
2024-08-14,143.1638988725512
2024-08-15,143.40007834860324
2024-08-16,145.87385131433973
2024-08-19,145.81341589380196
2024-08-20,143.26946819757566
2024-08-21,143.2167365963489
2024-08-22,141.27166788049257
2024-08-23,140.8573068866242
2024-08-26,143.628568559704
2024-08-27,142.99919075307463
2024-08-28,139.94367568205476
2024-08-29,141.23894610447786
2024-08-30,143.4954392726769
2024-09-02,142.6061024370029
2024-09-03,142.6898373663279
2024-09-04,145.459751450232
2024-09-05,145.64861318824498
2024-09-06,145.3009051160195
2024-09-09,148.38447371476707
2024-09-10,152.84054028210045
2024-09-11,151.573389436261
2024-09-12,152.10193702254008
2024-09-13,148.2545794855629
2024-09-16,148.5367162815579
2024-09-17,148.5516022273922
2024-09-18,150.0850503032923
2024-09-19,158.20386094881658
2024-09-20,156.82185376064604
2024-09-23,152.96910802462753
2024-09-24,151.55068453905554
2024-09-25,151.49833520935803
2024-09-26,156.38655835714232
2024-09-27,156.673681875591
2024-09-30,155.42295568181092
2024-10-01,153.8309853229552
2024-10-02,156.158335121412
2024-10-03,154.60204170699268
2024-10-04,153.283549396057
2024-10-07,151.7008164644158
2024-10-08,149.48571006288805
2024-10-09,144.68178565597395
2024-10-10,149.06340791061723
2024-10-11,151.3109098334966
2024-10-14,152.4286969223679
2024-10-15,154.08543919034759
2024-10-16,155.5053365327113
2024-10-17,157.9680299640023
2024-10-18,160.62713892377417
2024-10-21,164.82835639260603
2024-10-22,165.69664851937006
2024-10-23,165.0692630167332
2024-10-24,165.15585918560356
2024-10-25,165.40893136415403
2024-10-28,164.66651581126627
2024-10-29,160.14327456509682
2024-10-30,157.15599351973057
2024-10-31,159.4636756736131
2024-11-01,160.6920560292956
2024-11-04,160.98633374470657
2024-11-05,157.76043077105086
2024-11-06,158.58009794274585
2024-11-07,160.91548768134558
2024-11-08,156.6865327577489
2024-11-11,154.5470958989307
2024-11-12,153.85477585626978
2024-11-13,154.156659843522
2024-11-14,154.67938498366433
2024-11-15,155.87976643550397
2024-11-18,158.1258721285944
2024-11-19,158.59568227137933
2024-11-20,157.8831100464176
2024-11-21,155.44561675541917
2024-11-22,158.53556010283276
2024-11-25,155.53268077947558
2024-11-26,158.46608576898606
2024-11-27,156.98932620114147
2024-11-28,157.01577821054877
2024-11-29,159.51320232109896
2024-12-02,158.66561899397158
2024-12-03,159.02138951687573
2024-12-04,155.86677688385373
2024-12-05,156.00127190446682
2024-12-06,159.52162280570204
2024-12-09,151.51385357572178
2024-12-10,150.54045685831824
2024-12-11,151.31761067266916
2024-12-12,152.30390315330516
2024-12-13,149.44287626840145
2024-12-16,147.24741878450686
2024-12-17,151.50487274408843
2024-12-18,151.9827223102523
2024-12-19,148.96148192366772
2024-12-20,147.4154423068037
2024-12-23,150.50641082508494
2024-12-24,146.32158754830752
2024-12-25,142.44534197538104
2024-12-26,140.22034341452982
2024-12-27,138.8431663676734
2024-12-30,135.7935429602005
2024-12-31,135.74604508823214
