Date,D
2023-08-01,146.24740926870123
2023-08-02,148.29222430848583
2023-08-03,149.23364666972924
2023-08-04,154.85401790286403
2023-08-07,152.05682413486497
2023-08-08,148.84142644089832
2023-08-09,148.76008999490384
2023-08-10,147.8057132322186
2023-08-11,150.46301282097926
2023-08-14,153.48113459718962
2023-08-15,153.51358980218248
2023-08-16,152.0872932258738
2023-08-17,150.2730413745324
2023-08-18,150.43561583038533
2023-08-21,150.3223401130965
2023-08-22,152.60081121761658
2023-08-23,152.20820913482152
2023-08-24,152.71218561051631
2023-08-25,154.45826276761107
2023-08-28,153.88897292758864
2023-08-29,153.06860807094546
2023-08-30,153.47236681460217
2023-08-31,153.70939061225334
2023-09-01,153.1706578161105
2023-09-04,153.52591954757048
2023-09-05,153.94770126172548
2023-09-06,154.34633920074967
2023-09-07,155.1173350053909
2023-09-08,156.81747991784906
2023-09-11,156.67272777949128
2023-09-12,158.6648520496861
2023-09-13,154.4475329026268
2023-09-14,153.7720723799556
2023-09-15,153.62355625018924
2023-09-18,154.49219444208998
2023-09-19,152.0509963324066
2023-09-20,153.54825747224592
2023-09-21,158.22787761998876
2023-09-22,160.81300484539986
2023-09-25,160.75961799066133
2023-09-26,160.19345109703121
2023-09-27,157.84579874199324
2023-09-28,157.23169825663592
2023-09-29,156.62374738469674
2023-10-02,154.4123725128582
2023-10-03,154.351670405666
2023-10-04,157.87591329188334
2023-10-05,160.77273087923763
2023-10-06,159.0556367882066
2023-10-09,161.80624538807916
2023-10-10,160.2741326626863
2023-10-11,162.64059372627833
2023-10-12,161.8817336954255
2023-10-13,162.91555742142626
2023-10-16,163.38116710100283
2023-10-17,166.10680380551187
2023-10-18,165.8419021467915
2023-10-19,166.8608464024992
2023-10-20,166.07313198325966
2023-10-23,165.12993797910602
2023-10-24,164.63475275320494
2023-10-25,165.88234235430093
2023-10-26,167.11815545851746
2023-10-27,165.84036835367286
2023-10-30,166.2552368417231
2023-10-31,167.04132823030972
2023-11-01,166.31120923248156
2023-11-02,166.61737255108793
2023-11-03,167.3390994872405
2023-11-06,165.87503333177227
2023-11-07,166.6089433320435
2023-11-08,165.47280449657956
2023-11-09,167.433919227982
2023-11-10,167.72616073807612
2023-11-13,167.32441621488388
2023-11-14,170.86745757109284
2023-11-15,171.73751976979534
2023-11-16,172.9864236660785
2023-11-17,172.45084710545987
2023-11-20,170.7824741650658
2023-11-21,170.2486347116723
2023-11-22,168.78553774417082
2023-11-23,172.57453481302093
2023-11-24,172.0383237033048
2023-11-27,170.97691491212797
2023-11-28,171.8450535506359
2023-11-29,172.65679358329226
2023-11-30,172.20974921715438
2023-12-01,174.3541262908526
2023-12-04,174.8575839117834
2023-12-05,172.7018887859694
2023-12-06,170.88554529625011
2023-12-07,170.9089276947108
2023-12-08,171.43635851355663
2023-12-11,171.2447936558115
2023-12-12,169.07794130741328
2023-12-13,168.1807848510444
2023-12-14,169.7747815829408
2023-12-15,171.41999404060803
2023-12-18,171.11044725486346
2023-12-19,170.11312048666682
2023-12-20,168.3649027918313
2023-12-21,169.25798039397526
2023-12-22,169.34579676082987
2023-12-25,170.57363487952892
2023-12-26,170.2592010415134
2023-12-27,169.34337735178275
2023-12-28,170.6936932977546
2023-12-29,169.31559721420516
2024-01-01,169.0969246010896
2024-01-02,168.52341530398948
2024-01-03,164.40760063432342
2024-01-04,167.06506722059694
2024-01-05,167.39465761374407
2024-01-08,165.11419986419008
2024-01-09,167.82822574819616
2024-01-10,166.09138701825384
2024-01-11,167.3972771803632
2024-01-12,164.07312495449125
2024-01-15,164.0147524090215
2024-01-16,165.00562254119527
2024-01-17,163.5231203340258
2024-01-18,162.82196729507953
2024-01-19,161.28519237362454
2024-01-22,163.43858041399747
2024-01-23,163.83481448966847
2024-01-24,162.26822241175756
2024-01-25,162.72117673182063
2024-01-26,164.30918745183337
2024-01-29,165.35566857058893
2024-01-30,165.9119590535085
2024-01-31,164.4512642569428
2024-02-01,163.62374915695594
2024-02-02,163.44876685068866
2024-02-05,162.57658580822013
2024-02-06,162.43410836527488
2024-02-07,165.30587751094416
2024-02-08,163.05789291553342
2024-02-09,163.8699737307011
2024-02-12,164.57821893854788
2024-02-13,162.47919052192455
2024-02-14,159.7228462062632
2024-02-15,161.93705482829515
2024-02-16,163.2946874991172
2024-02-19,162.266397609499
2024-02-20,163.5597427833302
2024-02-21,164.76367351870547
2024-02-22,164.35622422644883
2024-02-23,167.64386407461893
2024-02-26,168.5135471664422
2024-02-27,165.95581971217123
2024-02-28,169.61652285972215
2024-02-29,170.54296620241723
2024-03-01,175.7859869076824
2024-03-04,175.4757781452906
2024-03-05,175.5138242772741
2024-03-06,175.57599030528812
2024-03-07,176.3345059563395
2024-03-08,174.98151560979352
2024-03-11,176.10718603075944
2024-03-12,176.239614576484
2024-03-13,175.86536332988948
2024-03-14,176.64484796547674
2024-03-15,176.70772030360138
2024-03-18,177.34471310769766
2024-03-19,177.4496581117089
2024-03-20,176.46776376579518
2024-03-21,176.75435962860976
2024-03-22,175.38257864694185
2024-03-25,174.376124135752
2024-03-26,173.518162530823
2024-03-27,169.2577561226938
2024-03-28,170.87357304458618
2024-03-29,172.93695947290735
2024-04-01,173.46215076148314
2024-04-02,171.40920672081396
2024-04-03,170.12318687279776
2024-04-04,171.35221653917245
2024-04-05,169.14915235205325
2024-04-08,169.8531669567913
2024-04-09,170.38784710337637
2024-04-10,168.2480030892251
2024-04-11,166.62585877602007
2024-04-12,166.16709536531937
2024-04-15,164.50081331854864
2024-04-16,165.9837658427385
2024-04-17,168.3408737308666
2024-04-18,167.21266652634765
2024-04-19,167.18075411878053
2024-04-22,167.3471565715173
2024-04-23,166.95991664604594
2024-04-24,166.1904885605013
2024-04-25,165.63165224310467
2024-04-26,166.89342382914572
2024-04-29,167.10574784444358
2024-04-30,167.5752354853072
2024-05-01,168.07366815035437
2024-05-02,167.16933764489403
2024-05-03,168.5398031025354
2024-05-06,170.4048561086759
2024-05-07,168.7864378282306
2024-05-08,170.82315880702262
2024-05-09,169.13431100591905
2024-05-10,172.370510789803
2024-05-13,175.93545666564603
2024-05-14,176.69427092074937
2024-05-15,179.96350436592058
2024-05-16,179.60283476505765
2024-05-17,177.74092093558954
2024-05-20,177.45612401408323
2024-05-21,177.98520039221327
2024-05-22,174.85693796419434
2024-05-23,176.71520508654785
2024-05-24,177.19561953998587
2024-05-27,175.2984697551661
2024-05-28,177.5414662485378
2024-05-29,179.1109547158165
2024-05-30,176.59900141254585
2024-05-31,172.79540216232152
2024-06-03,175.30104689624574
2024-06-04,173.11550963633124
2024-06-05,172.538559279953
2024-06-06,176.01227318835356
2024-06-07,177.61336949257705
2024-06-10,178.6701983871246
2024-06-11,176.43222427839353
2024-06-12,174.6086186987882
2024-06-13,175.5239242497756
2024-06-14,172.86303288771256
2024-06-17,170.91337561236693
2024-06-18,167.02469902733108
2024-06-19,168.4203876334705
2024-06-20,168.19071658682486
2024-06-21,166.8538716588882
2024-06-24,166.0324665118764
2024-06-25,164.54439193773655
2024-06-26,163.73358726367852
2024-06-27,164.47804625093303
2024-06-28,165.55312271233288
2024-07-01,167.06994913759286
2024-07-02,167.73611511885082
2024-07-03,169.2129378252641
2024-07-04,169.25279797334565
2024-07-05,166.1530547726282
2024-07-08,162.64393568396193
2024-07-09,159.66908905221763
2024-07-10,160.01754587784296
2024-07-11,159.87409909636173
2024-07-12,162.92537416805376
2024-07-15,160.84012047011188
2024-07-16,161.5359142136574
2024-07-17,162.93310435742987
2024-07-18,161.50953837806733
2024-07-19,162.32965062181216
2024-07-22,162.91807771375088
2024-07-23,163.36500734972387
2024-07-24,163.03164742286947
2024-07-25,161.85132490841127
2024-07-26,160.56851149847066
2024-07-29,161.98418458298812
2024-07-30,161.32066833959976
2024-07-31,162.369630524184
2024-08-01,163.51335368752052
2024-08-02,166.78124775325608
2024-08-05,167.15361209392358
2024-08-06,169.04338737889194
2024-08-07,171.61787056564873
2024-08-08,170.95914734393907
2024-08-09,171.70846394447233
2024-08-12,171.39228385674747
2024-08-13,171.40429845077503
2024-08-14,168.04245131455966
2024-08-15,171.79325563167183
2024-08-16,173.2828010098859
2024-08-19,173.4578687673137
2024-08-20,173.65928963218758
2024-08-21,176.05783141824224
2024-08-22,174.03330156639538
2024-08-23,174.6575963091458
2024-08-26,175.34958043007614
2024-08-27,177.42269187508688
2024-08-28,178.19834681805034
2024-08-29,177.2347663588088
2024-08-30,175.7660885570531
2024-09-02,173.56168623787195
2024-09-03,170.81134638352466
2024-09-04,170.85880943880036
2024-09-05,169.59298072988426
2024-09-06,171.41841151758254
2024-09-09,174.05566645684613
2024-09-10,178.37970841233124
2024-09-11,175.0275913169945
2024-09-12,177.1390351476611
2024-09-13,178.98397335096683
2024-09-16,179.361795523867
2024-09-17,179.12259112756237
2024-09-18,181.17915589741136
2024-09-19,178.48393480366292
2024-09-20,177.1774848478128
2024-09-23,177.74155474730708
2024-09-24,177.62507047348802
2024-09-25,178.30109237781318
2024-09-26,180.00015315708765
2024-09-27,180.48969655708382
2024-09-30,180.2424582288275
2024-10-01,180.31190018252212
2024-10-02,177.23477901166967
2024-10-03,179.28696032735863
2024-10-04,181.163471541772
2024-10-07,183.11094850956198
2024-10-08,181.1384934825294
2024-10-09,180.33327094495172
2024-10-10,178.71251367264236
2024-10-11,177.53239027722447
2024-10-14,176.96733241669264
2024-10-15,177.14158671583183
2024-10-16,173.39811983929758
2024-10-17,174.01088138819162
2024-10-18,170.4246928265789
2024-10-21,170.9150736547215
2024-10-22,172.50655373555105
2024-10-23,173.15055327458114
2024-10-24,171.15082358960248
2024-10-25,169.52404351677612
2024-10-28,166.06795913446868
2024-10-29,164.5264262355868
2024-10-30,161.75468595231595
2024-10-31,163.26875208566344
2024-11-01,162.94705850464547
2024-11-04,163.76204707358528
2024-11-05,163.44130074745655
2024-11-06,164.06901401737085
2024-11-07,166.6936254837734
2024-11-08,165.44345756993076
2024-11-11,164.98174010234715
2024-11-12,166.308652102923
2024-11-13,166.62920146078847
2024-11-14,165.60371615891495
2024-11-15,166.56823188383999
2024-11-18,167.55858740018175
2024-11-19,169.1344992475203
2024-11-20,167.33416672585906
2024-11-21,166.59715343781068
2024-11-22,168.97427163192975
2024-11-25,166.81386360205224
2024-11-26,165.46172164462152
2024-11-27,165.67991949763174
2024-11-28,163.66527166542969
2024-11-29,161.49734140998928
2024-12-02,163.43757264062327
2024-12-03,162.65967762859404
2024-12-04,161.1559006517276
2024-12-05,160.28590217984703
2024-12-06,156.96341478121406
2024-12-09,155.61514015744874
2024-12-10,153.6087688209181
2024-12-11,153.46321805759467
2024-12-12,154.6561195895337
2024-12-13,156.53550861245296
2024-12-16,156.82057102760544
2024-12-17,157.6623030633742
2024-12-18,156.7649725320484
2024-12-19,157.789449143665
2024-12-20,157.8237485620317
2024-12-23,159.83706400335424
2024-12-24,160.72112736028782
2024-12-25,160.37452630604446
2024-12-26,160.41452692001252
2024-12-27,163.62017832032484
2024-12-30,164.25984609564736
2024-12-31,160.15177724021308
