Date,O
2023-07-31,144.51634366631862
2023-08-01,145.71917385295478
2023-08-02,144.05026175716455
2023-08-03,145.80067769962022
2023-08-04,143.63842355118413
2023-08-07,143.49610888565374
2023-08-08,143.9029915514396
2023-08-09,144.50369747950882
2023-08-10,150.90958580885373
2023-08-11,150.94743914560087
2023-08-14,151.12157529692053
2023-08-15,156.52608391498157
2023-08-16,154.8078395320681
2023-08-17,153.4566225202619
2023-08-18,150.64409888765903
2023-08-21,150.78476192623577
2023-08-22,149.51127865421873
2023-08-23,148.59422496696715
2023-08-24,148.8903338582205
2023-08-25,146.9267809620573
2023-08-28,148.083459000615
2023-08-29,146.31196734536107
2023-08-30,146.50443578637393
2023-08-31,146.11116924020556
2023-09-01,148.79815705252153
2023-09-04,146.93182758800998
2023-09-05,148.84616167909138
2023-09-06,147.27176741938814
2023-09-07,149.41064524537023
2023-09-08,155.33317149062896
2023-09-11,160.06014274233627
2023-09-12,158.85079087120096
2023-09-13,158.9575734535945
2023-09-14,158.88869683073557
2023-09-15,157.49237844238283
2023-09-18,159.2799908976822
2023-09-19,159.3469845071149
2023-09-20,157.8073054933959
2023-09-21,158.7175797764385
2023-09-22,161.86497590010669
2023-09-25,164.75446989053557
2023-09-26,170.26115131494737
2023-09-27,168.08408592542762
2023-09-28,167.25072372534564
2023-09-29,166.94544231229872
2023-10-02,166.8195384098673
2023-10-03,165.29022151651145
2023-10-04,167.515788912486
2023-10-05,166.34335308055563
2023-10-06,167.2640938265866
2023-10-09,167.89120976786336
2023-10-10,168.65531572211614
2023-10-11,164.58011064549655
2023-10-12,164.4336055271407
2023-10-13,168.36027544169167
2023-10-16,167.9296283099644
2023-10-17,165.74000144555862
2023-10-18,166.74244376703228
2023-10-19,166.8353606018206
2023-10-20,165.60184403613297
2023-10-23,164.6455846344211
2023-10-24,168.4905886495006
2023-10-25,164.76542100728724
2023-10-26,164.04785583452644
2023-10-27,159.7499476024784
2023-10-30,160.2530135931434
2023-10-31,159.04669997390897
2023-11-01,159.34852711844616
2023-11-02,154.78075636786812
2023-11-03,156.26776901549934
2023-11-06,160.49257441297763
2023-11-07,159.36594083922606
2023-11-08,160.32166192036783
2023-11-09,162.5685871234347
2023-11-10,162.51422810249716
2023-11-13,164.71636913647396
2023-11-14,161.4648033416842
2023-11-15,163.6431960153345
2023-11-16,164.50013848200615
2023-11-17,167.45476344537022
2023-11-20,167.9817647508164
2023-11-21,171.86504680769025
2023-11-22,176.03560213743518
2023-11-23,175.45015925688358
2023-11-24,179.54585086997022
2023-11-27,181.3038711886341
2023-11-28,190.22197509211856
2023-11-29,188.093270865897
2023-11-30,191.62462062509144
2023-12-01,193.4115966182599
2023-12-04,195.53623071619697
2023-12-05,197.02605428051925
2023-12-06,195.15120165814588
2023-12-07,198.3312890977376
2023-12-08,191.928923052483
2023-12-11,190.56735331153075
2023-12-12,188.6875363895369
2023-12-13,188.58732025510065
2023-12-14,193.46960025228063
2023-12-15,189.23356960883297
2023-12-18,189.2249334241382
2023-12-19,189.19515048421545
2023-12-20,192.95334428745585
2023-12-21,191.31966747901183
2023-12-22,193.12440392140232
2023-12-25,190.95480964488644
2023-12-26,191.89958882561325
2023-12-27,195.10115897252854
2023-12-28,196.34210336763323
2023-12-29,197.18677582733397
2024-01-01,199.92674780354042
2024-01-02,203.15736701041473
2024-01-03,204.00954865889722
2024-01-04,199.88011282388757
2024-01-05,201.9514557432309
2024-01-08,201.0866154934983
2024-01-09,201.52460225899887
2024-01-10,199.8144227190942
2024-01-11,196.33736371723944
2024-01-12,197.67378948636383
2024-01-15,202.09337047011658
2024-01-16,197.58910114608594
2024-01-17,200.1613436284351
2024-01-18,200.2608391636422
2024-01-19,199.21415891860406
2024-01-22,196.0791664536462
2024-01-23,194.62318475411857
2024-01-24,194.67469614462644
2024-01-25,192.14499661973966
2024-01-26,194.2965841190045
2024-01-29,189.14821023517808
2024-01-30,187.7410207127764
2024-01-31,183.7394414438308
2024-02-01,183.83296830080624
2024-02-02,186.73142996753467
2024-02-05,184.18447675107566
2024-02-06,181.61996754883089
2024-02-07,183.58599150303434
2024-02-08,181.92263139982
2024-02-09,184.30935699896332
2024-02-12,185.37623979958698
2024-02-13,185.64365270274527
2024-02-14,183.0390335693084
2024-02-15,186.75056014984227
2024-02-16,186.25651497024248
2024-02-19,190.83512701991003
2024-02-20,197.17121258625463
2024-02-21,196.4635789783931
2024-02-22,196.33339141586333
2024-02-23,195.675899117362
2024-02-26,194.92444039529366
2024-02-27,193.87283117363393
2024-02-28,196.58395933159449
2024-02-29,197.20574940897265
2024-03-01,191.09326360137715
2024-03-04,191.24196371686725
2024-03-05,191.28323460412886
2024-03-06,191.29518892182807
2024-03-07,194.2495910428688
2024-03-08,195.84313237385606
2024-03-11,193.08570650784944
2024-03-12,197.92425664047116
2024-03-13,194.0677002937626
2024-03-14,194.7428646034779
2024-03-15,196.85173689944457
2024-03-18,196.38378186308697
2024-03-19,190.31243506491995
2024-03-20,186.445087427511
2024-03-21,186.03143749584413
2024-03-22,192.27237084274486
2024-03-25,195.2159803451718
2024-03-26,196.4619494132803
2024-03-27,196.01489188147832
2024-03-28,193.6873426907958
2024-03-29,186.60544822574096
2024-04-01,185.43941060354936
2024-04-02,183.63902794529503
2024-04-03,185.41015809122163
2024-04-04,182.2428206853037
2024-04-05,183.90171681711325
2024-04-08,185.32563277853035
2024-04-09,189.88321563916875
2024-04-10,192.24433650928964
2024-04-11,186.291317289052
2024-04-12,188.25004412108441
2024-04-15,187.65027743191794
2024-04-16,184.74822388783372
2024-04-17,182.5525564972361
2024-04-18,184.26891927354038
2024-04-19,183.4972953443112
2024-04-22,184.9803092757233
2024-04-23,184.01961148282055
2024-04-24,179.08145820113845
2024-04-25,176.24404184083522
2024-04-26,182.57554851936405
2024-04-29,182.40093845616676
2024-04-30,187.2252809044083
2024-05-01,188.78504323710663
2024-05-02,188.369223557813
2024-05-03,190.47552253232257
2024-05-06,188.7055670781375
2024-05-07,186.69959454737275
2024-05-08,183.9885958300525
2024-05-09,178.57653581250906
2024-05-10,177.41132206163545
2024-05-13,178.94616082650535
2024-05-14,175.72368856997758
2024-05-15,174.27548388381936
2024-05-16,171.87168786381523
2024-05-17,166.94115393535864
2024-05-20,168.3131732373361
2024-05-21,167.81574037849524
2024-05-22,168.1234751552272
2024-05-23,170.8552436491784
2024-05-24,170.86026609861088
2024-05-27,166.44560652535026
2024-05-28,164.82044242010284
2024-05-29,160.2083730636361
2024-05-30,163.9202990880157
2024-05-31,162.67438305802813
2024-06-03,163.20431795449494
2024-06-04,161.69493311511286
2024-06-05,167.55459897990002
2024-06-06,164.84089152241938
2024-06-07,167.0173400588879
2024-06-10,168.4704271157701
2024-06-11,166.59051636922132
2024-06-12,164.93272576398599
2024-06-13,162.772864712588
2024-06-14,162.60920247056657
2024-06-17,160.5846902814716
2024-06-18,159.2879596940371
2024-06-19,161.51488012989898
2024-06-20,158.93990302874525
2024-06-21,160.0783515920127
2024-06-24,163.55350485263037
2024-06-25,164.96216764121158
2024-06-26,166.3488141418616
2024-06-27,167.34068504980158
2024-06-28,167.9311828926924
2024-07-01,169.8617506879354
2024-07-02,167.61021188520715
2024-07-03,168.72729966378904
2024-07-04,166.4409321858512
2024-07-05,167.62272661339819
2024-07-08,167.06138156610098
2024-07-09,165.8172625069226
2024-07-10,163.67691712238553
2024-07-11,164.2853283947408
2024-07-12,165.22175226758267
2024-07-15,163.4043713060038
2024-07-16,164.52452793340362
2024-07-17,164.00268444368314
2024-07-18,165.34881846016856
2024-07-19,164.43155188028632
2024-07-22,165.43216562741628
2024-07-23,163.4733117844308
2024-07-24,161.41559897442684
2024-07-25,167.27036083944017
2024-07-26,166.63872659272613
2024-07-29,163.31904346382095
2024-07-30,165.3314901078604
2024-07-31,165.10439591282358
2024-08-01,161.72014047625947
2024-08-02,165.0903530836142
2024-08-05,163.83612259697935
2024-08-06,164.062885815445
2024-08-07,166.97239298286854
2024-08-08,168.67748692496147
2024-08-09,168.44060570983552
2024-08-12,170.85701384351296
2024-08-13,171.7758569258911
2024-08-14,172.78448283353498
2024-08-15,171.48347577840622
2024-08-16,170.64679207032592
2024-08-19,172.64102466732848
2024-08-20,172.5405656832568
2024-08-21,174.87334038534826
2024-08-22,177.02265610651932
2024-08-23,177.03299045261699
2024-08-26,177.02648861949186
2024-08-27,177.7919893527772
2024-08-28,180.33162983477524
2024-08-29,179.26699378992362
2024-08-30,177.48816008690474
2024-09-02,179.29885286400815
2024-09-03,173.7380843917796
2024-09-04,174.29853778655584
2024-09-05,174.2974272033853
2024-09-06,178.2544045814323
2024-09-09,173.9655073133468
2024-09-10,172.94062362599774
2024-09-11,176.51265303078043
2024-09-12,180.93720071565886
2024-09-13,181.3134220332506
2024-09-16,180.93875654385542
2024-09-17,180.75136363922496
2024-09-18,181.1914995439851
2024-09-19,178.55153138357647
2024-09-20,177.7760711956205
2024-09-23,176.33765327706746
2024-09-24,175.9634926656359
2024-09-25,174.41309177764563
2024-09-26,170.65930511726836
2024-09-27,172.8269298140348
2024-09-30,171.82507976731037
2024-10-01,173.15224178353046
2024-10-02,172.20784932200849
2024-10-03,174.72845079066576
2024-10-04,178.14869314081346
2024-10-07,178.42627169297685
2024-10-08,177.2624020434363
2024-10-09,176.38918068348733
2024-10-10,176.88912208004328
2024-10-11,182.18751572088084
2024-10-14,180.24411878322056
2024-10-15,180.4099086926242
2024-10-16,178.78084695537484
2024-10-17,181.3246313412751
2024-10-18,181.30863961376363
2024-10-21,180.612798975454
2024-10-22,179.38040150871882
2024-10-23,179.3371980072715
2024-10-24,177.4189931808955
2024-10-25,179.99874600274126
2024-10-28,180.57413359849846
2024-10-29,182.11568859809188
2024-10-30,180.3693260023904
2024-10-31,182.7014529861563
2024-11-01,186.80895522872555
2024-11-04,184.30388562597707
2024-11-05,184.50177911441327
2024-11-06,183.6641695613206
2024-11-07,180.28779435896544
2024-11-08,179.93322094127916
2024-11-11,178.6657409561834
2024-11-12,176.48583606889304
2024-11-13,176.86132754385275
2024-11-14,178.34113876255518
2024-11-15,187.20511395330587
2024-11-18,187.4712579081419
2024-11-19,187.64518298909778
2024-11-20,187.99671339043596
2024-11-21,185.71439848362252
2024-11-22,189.97778710256824
2024-11-25,187.26322276192985
2024-11-26,185.81995051367576
2024-11-27,187.5531711199329
2024-11-28,185.35808474436118
2024-11-29,188.11891786691754
2024-12-02,190.9591809332455
2024-12-03,191.91075380225547
2024-12-04,189.79341450671126
2024-12-05,191.18266917658016
2024-12-06,188.61902693289858
2024-12-09,190.1268401232568
2024-12-10,189.0335471477002
2024-12-11,187.1387534744783
2024-12-12,184.31111016377872
2024-12-13,185.79945323036668
2024-12-16,188.99604694841682
2024-12-17,182.46082324188774
2024-12-18,177.85140031674837
2024-12-19,178.63906126112295
2024-12-20,179.83863917483663
2024-12-23,178.8660297598997
2024-12-24,173.8643278932372
2024-12-25,176.33024973983768
2024-12-26,179.72102409614286
2024-12-27,176.87939222314225
2024-12-30,179.1961274517196
2024-12-31,176.06022977513888
