Date,MU
2023-07-31,68.80451039539928
2023-08-01,71.17681456281612
2023-08-02,69.38372534338623
2023-08-03,68.126216922239
2023-08-04,66.82270389173213
2023-08-07,65.30288017556109
2023-08-08,64.40072597491556
2023-08-09,62.63993001962926
2023-08-10,63.529633486033816
2023-08-11,63.80704156426977
2023-08-14,64.51292760164168
2023-08-15,66.64304423769255
2023-08-16,65.12177573848656
2023-08-17,64.77044172982032
2023-08-18,62.7222313422717
2023-08-21,62.522822642150715
2023-08-22,62.00526466182373
2023-08-23,62.06728859158119
2023-08-24,62.0031521377411
2023-08-25,61.688223438821765
2023-08-28,63.020522126839886
2023-08-29,63.103880328054686
2023-08-30,63.40209628613394
2023-08-31,63.70856227368742
2023-09-01,64.89258628788299
2023-09-04,63.22133499650274
2023-09-05,63.12959653622824
2023-09-06,64.31244248503073
2023-09-07,63.82193728575087
2023-09-08,65.3145316691994
2023-09-11,64.67664464817416
2023-09-12,63.7807122059293
2023-09-13,64.53389602565078
2023-09-14,65.99844212847611
2023-09-15,65.31510181732523
2023-09-18,63.62984895341437
2023-09-19,63.83623130922597
2023-09-20,64.4128119934778
2023-09-21,63.07954209194674
2023-09-22,61.92849191767058
2023-09-25,60.78206848137998
2023-09-26,61.80916271028987
2023-09-27,60.979383221782534
2023-09-28,60.078621739785554
2023-09-29,60.60657188278903
2023-10-02,60.41950003968974
2023-10-03,62.40686439620498
2023-10-04,61.73822638967321
2023-10-05,61.43010565480723
2023-10-06,62.76121896777704
2023-10-09,63.11319195582544
2023-10-10,63.261153041468155
2023-10-11,64.53702421149234
2023-10-12,63.335110635370334
2023-10-13,63.44476082490406
2023-10-16,65.19689936902171
2023-10-17,63.92728448369898
2023-10-18,64.85131004938263
2023-10-19,65.55136567880515
2023-10-20,66.86417300880373
2023-10-23,67.77451489117543
2023-10-24,69.26691763412285
2023-10-25,67.37892649125813
2023-10-26,67.06989909957528
2023-10-27,65.79089817872946
2023-10-30,65.82553491579041
2023-10-31,65.79633124986923
2023-11-01,65.97850719856615
2023-11-02,65.95561008089678
2023-11-03,66.39474193548628
2023-11-06,67.50764534969572
2023-11-07,66.33308107810511
2023-11-08,66.22658753509907
2023-11-09,68.05449850092906
2023-11-10,68.52850777597958
2023-11-13,68.87708681963902
2023-11-14,68.8015655861338
2023-11-15,68.11442324493797
2023-11-16,67.94607490528921
2023-11-17,65.41397863458724
2023-11-20,67.11819435687916
2023-11-21,66.58968018717133
2023-11-22,65.39053853801076
2023-11-23,65.68488826490103
2023-11-24,64.97892765753618
2023-11-27,66.60962741271739
2023-11-28,66.17651046226462
2023-11-29,64.97621132898178
2023-11-30,65.24531199322475
2023-12-01,65.94594350713568
2023-12-04,67.36199332626849
2023-12-05,67.27610273765953
2023-12-06,66.90321239876833
2023-12-07,66.34983017470906
2023-12-08,68.16130224682637
2023-12-11,67.03018723363442
2023-12-12,65.93157617607885
2023-12-13,66.6992831217858
2023-12-14,66.42982825589611
2023-12-15,67.88023189740426
2023-12-18,69.67508775510383
2023-12-19,69.3498868323614
2023-12-20,69.36562462612176
2023-12-21,68.75897492937466
2023-12-22,68.99540559220635
2023-12-25,69.48849527365479
2023-12-26,69.45227322167221
2023-12-27,70.42691386795235
2023-12-28,70.131585828766
2023-12-29,71.92206072245881
2024-01-01,71.1607621411305
2024-01-02,72.22401231382659
2024-01-03,71.37093962858405
2024-01-04,71.81935614441544
2024-01-05,71.54857261169171
2024-01-08,71.02779233264245
2024-01-09,70.73379146968703
2024-01-10,71.02309584078881
2024-01-11,69.76188948075733
2024-01-12,70.37720421444986
2024-01-15,70.15520545313912
2024-01-16,71.29778848500578
2024-01-17,71.91071974366983
2024-01-18,72.92584485003299
2024-01-19,74.17162852648947
2024-01-22,73.34450552781854
2024-01-23,73.36079796458961
2024-01-24,74.57379213894937
2024-01-25,74.67206118953413
2024-01-26,74.87601214250866
2024-01-29,73.74235668698057
2024-01-30,72.42559073211109
2024-01-31,73.73530732378967
2024-02-01,74.08369459021927
2024-02-02,73.87481017855235
2024-02-05,74.56087953497574
2024-02-06,73.83126614813982
2024-02-07,72.10541031524059
2024-02-08,72.30277954324045
2024-02-09,71.54662491559374
2024-02-12,70.52293790540772
2024-02-13,73.79377732780665
2024-02-14,72.46186912755712
2024-02-15,70.50215225375027
2024-02-16,69.03954230842353
2024-02-19,69.11508314926198
2024-02-20,69.12046861798447
2024-02-21,67.2961223220903
2024-02-22,65.97809967262405
2024-02-23,63.54078163800971
2024-02-26,65.89748148933704
2024-02-27,65.17912572731029
2024-02-28,66.2111646860971
2024-02-29,67.13790070206959
2024-03-01,67.52386356464771
2024-03-04,66.39204682428141
2024-03-05,64.01440884306578
2024-03-06,64.63023066117978
2024-03-07,63.20197621678225
2024-03-08,64.68333305531472
2024-03-11,65.03647037870452
2024-03-12,64.8019035426154
2024-03-13,65.51562684119824
2024-03-14,65.89049247278861
2024-03-15,66.09046907263328
2024-03-18,66.11831857198237
2024-03-19,67.89750439919543
2024-03-20,65.62909642828022
2024-03-21,64.87763143535204
2024-03-22,63.38877340062552
2024-03-25,63.08051781619811
2024-03-26,62.424395449499784
2024-03-27,62.34992379330248
2024-03-28,61.52690256483885
2024-03-29,61.72413539797541
2024-04-01,61.51115367439122
2024-04-02,61.47924592228246
2024-04-03,62.68830261978009
2024-04-04,62.38028182199853
2024-04-05,63.01319978857521
2024-04-08,63.300293717326454
2024-04-09,63.451073538479115
2024-04-10,64.65548969272032
2024-04-11,64.87419708905327
2024-04-12,63.75992848454077
2024-04-15,64.86392792471368
2024-04-16,65.5434928376629
2024-04-17,65.44516989453348
2024-04-18,64.71055131430768
2024-04-19,64.07022490187511
2024-04-22,62.521471845546714
2024-04-23,62.998195356740936
2024-04-24,61.82925190140475
2024-04-25,61.18206544328862
2024-04-26,62.036153720900806
2024-04-29,61.24250346581517
2024-04-30,61.72931685142662
2024-05-01,61.668977751559595
2024-05-02,61.93112372516553
2024-05-03,64.38510481744338
2024-05-06,63.85359383142777
2024-05-07,62.4706141786407
2024-05-08,62.21367560980182
2024-05-09,59.581608102093256
2024-05-10,59.19653519534369
2024-05-13,60.98004380419987
2024-05-14,60.96335461109468
2024-05-15,60.98531183863425
2024-05-16,60.530991912835916
2024-05-17,60.45667916184585
2024-05-20,61.2387239029923
2024-05-21,61.77368584518778
2024-05-22,62.74808976742033
2024-05-23,62.63883580449718
2024-05-24,64.37878686731763
2024-05-27,64.73622877247529
2024-05-28,63.752014612865146
2024-05-29,64.87875185511945
2024-05-30,64.78103964871927
2024-05-31,65.8014280687304
2024-06-03,65.34469896780088
2024-06-04,66.2612889078015
2024-06-05,66.85128649493466
2024-06-06,66.64907765206993
2024-06-07,67.2210983905307
2024-06-10,67.93338878441995
2024-06-11,67.58612640731906
2024-06-12,68.39605527493224
2024-06-13,68.68584137503244
2024-06-14,68.54028949687218
2024-06-17,69.96345504353152
2024-06-18,70.84813965715249
2024-06-19,71.4553919142938
2024-06-20,71.86178793620677
2024-06-21,71.87562456525269
2024-06-24,70.10247031897057
2024-06-25,70.86071990207758
2024-06-26,71.55950395841202
2024-06-27,69.93939815102465
2024-06-28,70.58081802157899
2024-07-01,72.67557035687655
2024-07-02,73.02300527246676
2024-07-03,74.20403741700898
2024-07-04,74.0300731982986
2024-07-05,72.56823478555765
2024-07-08,71.81730216079134
2024-07-09,70.57612832812204
2024-07-10,69.8836644532235
2024-07-11,70.51447016685262
2024-07-12,71.17398502194074
2024-07-15,70.98481303750525
2024-07-16,70.51946327453956
2024-07-17,69.35269703056007
2024-07-18,69.72920464971334
2024-07-19,70.4092966385135
2024-07-22,72.80945124744426
2024-07-23,74.5741321628678
2024-07-24,75.42945512480784
2024-07-25,76.86925424840881
2024-07-26,77.14266349016846
2024-07-29,78.8206093999722
2024-07-30,80.73764830218371
2024-07-31,81.5336296379782
2024-08-01,81.07776260282402
2024-08-02,83.00927467836463
2024-08-05,82.98613247223598
2024-08-06,81.72464670281262
2024-08-07,81.68063073278788
2024-08-08,80.47923402313991
2024-08-09,79.07882518946974
2024-08-12,78.78607698846444
2024-08-13,79.13939054789975
2024-08-14,80.15379815093523
2024-08-15,79.99432470293436
2024-08-16,80.68306892087581
2024-08-19,81.03920521306397
2024-08-20,84.1045010322856
2024-08-21,85.31612455874553
2024-08-22,85.47280076351625
2024-08-23,85.12500333416453
2024-08-26,85.88118913777336
2024-08-27,85.50170102017361
2024-08-28,85.93369900142582
2024-08-29,86.54085726443434
2024-08-30,91.11176460407961
2024-09-02,88.65190109853286
2024-09-03,90.35463544816508
2024-09-04,90.2936473976749
2024-09-05,88.61493554522892
2024-09-06,89.47066870238307
2024-09-09,88.42441126165569
2024-09-10,88.00655146469232
2024-09-11,89.65443785040051
2024-09-12,91.33478101496227
2024-09-13,90.02628250300762
2024-09-16,90.86014460476203
2024-09-17,90.17695008836387
2024-09-18,92.73592542724786
2024-09-19,92.38238070505332
2024-09-20,91.12298995356163
2024-09-23,91.48842338254316
2024-09-24,89.37350295778994
2024-09-25,90.09290629336091
2024-09-26,87.12782723367184
2024-09-27,91.30189237704154
2024-09-30,93.5065443345992
2024-10-01,95.1818838975029
2024-10-02,94.69416286144784
2024-10-03,93.41079434636622
2024-10-04,93.96029081564724
2024-10-07,90.00551795265332
2024-10-08,90.10935501507969
2024-10-09,89.86441997816657
2024-10-10,87.80624811287302
2024-10-11,89.48456286693812
2024-10-14,90.06477842420124
2024-10-15,87.63607248426277
2024-10-16,87.71234431561963
2024-10-17,85.74762989348702
2024-10-18,85.49775595705607
2024-10-21,85.26783981290077
2024-10-22,86.82634641933649
2024-10-23,85.51590047035843
2024-10-24,85.4004046164309
2024-10-25,86.60676398333905
2024-10-28,88.8958218185385
2024-10-29,87.83531241248293
2024-10-30,86.02464854180101
2024-10-31,86.12623980811038
2024-11-01,85.72007732316827
2024-11-04,85.16227902920141
2024-11-05,84.35428570839763
2024-11-06,80.65524247045285
2024-11-07,78.8604074920476
2024-11-08,78.29067370757595
2024-11-11,78.18017920266821
2024-11-12,80.19706512131691
2024-11-13,79.58289298815326
2024-11-14,81.49237866319973
2024-11-15,80.280998410669
2024-11-18,80.24086178370729
2024-11-19,78.61348975528647
2024-11-20,78.48007944829189
2024-11-21,76.90301611263484
2024-11-22,78.1373005119148
2024-11-25,79.23235541456366
2024-11-26,79.61229200851422
2024-11-27,79.5841840324769
2024-11-28,80.15816414265151
2024-11-29,81.05571986994765
2024-12-02,81.15113473555897
2024-12-03,80.69619910577721
2024-12-04,81.49502256328616
2024-12-05,82.83779119706566
2024-12-06,82.18374772535061
2024-12-09,84.31845857482148
2024-12-10,84.27178124115213
2024-12-11,85.20762693855659
2024-12-12,83.6415292437862
2024-12-13,83.98009518016089
2024-12-16,83.5565029752929
2024-12-17,84.00507764986762
2024-12-18,86.97616320672398
2024-12-19,88.02306158501898
2024-12-20,87.43289186631527
2024-12-23,86.74649968489476
2024-12-24,85.549914841788
2024-12-25,88.04336005255095
2024-12-26,85.3572850447985
2024-12-27,83.92908327504178
2024-12-30,83.19367863705835
2024-12-31,83.67657032483578
