Date,SPG
2023-08-01,190.79082485843256
2023-08-02,188.3324921070073
2023-08-03,185.32218552125465
2023-08-04,186.75207930031056
2023-08-07,183.64329524377948
2023-08-08,184.91715445912112
2023-08-09,181.82272504674782
2023-08-10,186.4529284644115
2023-08-11,187.91448468204416
2023-08-14,185.73243991174186
2023-08-15,180.55727854552
2023-08-16,179.75221126346233
2023-08-17,179.09145469153287
2023-08-18,179.84839679898317
2023-08-21,179.72624396992205
2023-08-22,175.9076166186343
2023-08-23,176.61898843248082
2023-08-24,173.23233488732404
2023-08-25,172.90317237972934
2023-08-28,172.1394435795455
2023-08-29,172.14326821190116
2023-08-30,176.1373954062569
2023-08-31,173.8616000793454
2023-09-01,170.05884375627434
2023-09-04,166.82418384102877
2023-09-05,170.8105830827638
2023-09-06,174.41041349167347
2023-09-07,178.52491790426797
2023-09-08,181.13688204893214
2023-09-11,183.82505979623159
2023-09-12,190.04831730394574
2023-09-13,188.88445989312376
2023-09-14,187.44704602742573
2023-09-15,187.25681025425524
2023-09-18,188.53135798924743
2023-09-19,188.48955744343587
2023-09-20,190.1387327944208
2023-09-21,190.95450729692328
2023-09-22,191.66772092125035
2023-09-25,194.65038522782868
2023-09-26,191.9089289037514
2023-09-27,191.94968788529184
2023-09-28,196.0759318241043
2023-09-29,194.9611367107557
2023-10-02,189.45992451664387
2023-10-03,191.91264343431592
2023-10-04,186.64000071190864
2023-10-05,187.87180288891685
2023-10-06,190.79379044440014
2023-10-09,197.07608886502985
2023-10-10,195.27923285502328
2023-10-11,194.7585634660605
2023-10-12,191.24572916558782
2023-10-13,194.02676309801114
2023-10-16,188.62037609587543
2023-10-17,192.02989245283518
2023-10-18,190.18218725794276
2023-10-19,191.11886462550393
2023-10-20,195.7268126040085
2023-10-23,195.26125620602005
2023-10-24,192.47350033478565
2023-10-25,198.64488768620538
2023-10-26,194.38648413598426
2023-10-27,194.17517833660946
2023-10-30,190.16720051946447
2023-10-31,191.73754418192715
2023-11-01,186.90744395571585
2023-11-02,185.5365370772695
2023-11-03,189.99820491864006
2023-11-06,190.96095741837334
2023-11-07,193.84429834584805
2023-11-08,191.85668527626984
2023-11-09,189.7877896614114
2023-11-10,192.82748383099207
2023-11-13,193.19543411710936
2023-11-14,198.14179129200866
2023-11-15,197.33125654410057
2023-11-16,203.09401414749436
2023-11-17,204.24204146988419
2023-11-20,200.86811319943257
2023-11-21,200.83770204263632
2023-11-22,198.49056735521077
2023-11-23,203.66225983606458
2023-11-24,203.49489647307328
2023-11-27,200.31963185984748
2023-11-28,195.90950870299866
2023-11-29,194.31589459514598
2023-11-30,191.54096265604971
2023-12-01,193.3688011151796
2023-12-04,191.36378122804553
2023-12-05,197.99930271417279
2023-12-06,200.335176976472
2023-12-07,196.70185394376594
2023-12-08,196.5956388957006
2023-12-11,191.65005677575263
2023-12-12,185.7298073389058
2023-12-13,184.5362712844347
2023-12-14,181.47150627984848
2023-12-15,181.14638766043427
2023-12-18,180.10365535918672
2023-12-19,180.4646023840299
2023-12-20,180.06939554038706
2023-12-21,178.4463876058861
2023-12-22,179.7329928674906
2023-12-25,183.15993704647002
2023-12-26,183.59100181831423
2023-12-27,186.0752848131537
2023-12-28,186.73732177487517
2023-12-29,189.51730438188963
2024-01-01,195.45564267583998
2024-01-02,200.2427187691314
2024-01-03,203.58427329171158
2024-01-04,202.1487686946623
2024-01-05,206.2675280692971
2024-01-08,203.22824673909645
2024-01-09,205.4110780492126
2024-01-10,204.77462764364608
2024-01-11,204.14080525632085
2024-01-12,208.2959443518954
2024-01-15,211.21356797769488
2024-01-16,211.65677855258062
2024-01-17,208.48640766367322
2024-01-18,212.34786397137498
2024-01-19,214.88100613480864
2024-01-22,211.5110780905821
2024-01-23,210.48060022125676
2024-01-24,214.6724083335604
2024-01-25,213.1284359739997
2024-01-26,214.5056750419632
2024-01-29,213.85613254925696
2024-01-30,211.28736272308086
2024-01-31,207.7761190522526
2024-02-01,212.81905161591146
2024-02-02,216.51062598254157
2024-02-05,219.08868130225284
2024-02-06,215.53208694642453
2024-02-07,220.30140931498252
2024-02-08,222.46531236730794
2024-02-09,223.35834408252686
2024-02-12,222.7232222238723
2024-02-13,225.39908081326413
2024-02-14,226.56667155372546
2024-02-15,218.54488299836248
2024-02-16,222.67179347753128
2024-02-19,226.0396368177913
2024-02-20,226.9397219468095
2024-02-21,225.00290942420236
2024-02-22,225.31830631146656
2024-02-23,226.2474503135502
2024-02-26,229.5626774339097
2024-02-27,237.27527351194203
2024-02-28,239.20877959787907
2024-02-29,236.2498805966321
2024-03-01,230.64182896944948
2024-03-04,228.69748457924558
2024-03-05,229.1294642044137
2024-03-06,230.55363696565527
2024-03-07,231.9009086554935
2024-03-08,233.01087000544447
2024-03-11,237.45748022200476
2024-03-12,233.89091357416157
2024-03-13,234.78487638382933
2024-03-14,238.46101357766156
2024-03-15,241.66765350387325
2024-03-18,245.5565412965685
2024-03-19,241.51543294033826
2024-03-20,242.03492868867562
2024-03-21,245.28966175668737
2024-03-22,241.27022822212697
2024-03-25,238.10908776367583
2024-03-26,241.13782936705923
2024-03-27,240.23248274635958
2024-03-28,242.23795566608388
2024-03-29,246.66705558624923
2024-04-01,247.42851355347767
2024-04-02,249.82133495424713
2024-04-03,246.81194015339156
2024-04-04,248.1245039543916
2024-04-05,246.50341456288234
2024-04-08,244.05626340786336
2024-04-09,250.75234064078583
2024-04-10,247.95742743964334
2024-04-11,245.73013710940313
2024-04-12,245.04046923887267
2024-04-15,249.0657875346799
2024-04-16,248.65387420024936
2024-04-17,246.21656038893298
2024-04-18,242.31074746118227
2024-04-19,240.36995378890853
2024-04-22,240.4994347841593
2024-04-23,235.20991351946054
2024-04-24,230.2778828095987
2024-04-25,224.98832012053518
2024-04-26,224.27920330457655
2024-04-29,227.63290486318627
2024-04-30,231.45047524633685
2024-05-01,233.9784530250878
2024-05-02,238.24503516744878
2024-05-03,230.9289604202859
2024-05-06,234.00580140492258
2024-05-07,237.67030220411056
2024-05-08,233.03715724320844
2024-05-09,235.2896820087029
2024-05-10,234.2869024682901
2024-05-13,238.65377759642743
2024-05-14,239.2222020104438
2024-05-15,244.67548563163382
2024-05-16,235.1209791607758
2024-05-17,236.31156256523604
2024-05-20,238.38689905758315
2024-05-21,237.07424941776546
2024-05-22,236.65607963132453
2024-05-23,238.82494092832582
2024-05-24,238.2508757618381
2024-05-27,237.48984650408076
2024-05-28,231.5234682089186
2024-05-29,224.07745510065638
2024-05-30,225.60623818151802
2024-05-31,223.93441291023245
2024-06-03,229.66195346190295
2024-06-04,233.10142357357907
2024-06-05,238.15551922438166
2024-06-06,243.56008872753068
2024-06-07,242.81049707066435
2024-06-10,241.21468877399738
2024-06-11,244.05884162761723
2024-06-12,246.11659071550665
2024-06-13,249.8337527367904
2024-06-14,256.3888522486851
2024-06-17,249.54702376904942
2024-06-18,248.1951128286811
2024-06-19,254.85869546939364
2024-06-20,252.2423792570475
2024-06-21,250.16725314090706
2024-06-24,255.93405163586633
2024-06-25,251.78121592375604
2024-06-26,244.26751238205645
2024-06-27,235.78668151801452
2024-06-28,237.13634861084353
2024-07-01,233.1846159117021
2024-07-02,228.59032649725458
2024-07-03,232.24726791607236
2024-07-04,236.73624791680055
2024-07-05,239.07667561774016
2024-07-08,235.62646257284896
2024-07-09,235.67162511199356
2024-07-10,235.57259737624346
2024-07-11,236.53583796225624
2024-07-12,237.75163797678752
2024-07-15,240.27341587450388
2024-07-16,246.90922424245744
2024-07-17,254.84833742639256
2024-07-18,255.05289519372963
2024-07-19,251.70354865822333
2024-07-22,250.24971951774913
2024-07-23,253.26170614727388
2024-07-24,252.56597768629837
2024-07-25,248.32702922359329
2024-07-26,240.70326662234538
2024-07-29,241.96871114670182
2024-07-30,241.82297928876267
2024-07-31,239.38290589635884
2024-08-01,241.58515175283162
2024-08-02,243.8104614932938
2024-08-05,240.09125238679698
2024-08-06,238.6177956653605
2024-08-07,237.39658430743148
2024-08-08,246.552918283669
2024-08-09,245.62680281032416
2024-08-12,246.6726074278234
2024-08-13,246.31565342284293
2024-08-14,247.2174186260894
2024-08-15,241.9915935076668
2024-08-16,239.54618271367033
2024-08-19,233.15262553046384
2024-08-20,237.7290205944517
2024-08-21,227.75207534746738
2024-08-22,228.52246225929724
2024-08-23,232.6868957034534
2024-08-26,237.58706959593482
2024-08-27,234.2396358150041
2024-08-28,235.1826550072932
2024-08-29,233.48216773801389
2024-08-30,238.21362921376448
2024-09-02,231.94725520908347
2024-09-03,228.07179262109827
2024-09-04,222.59956880132773
2024-09-05,224.90190672001256
2024-09-06,229.64986588986352
2024-09-09,229.05169589187332
2024-09-10,224.27042330791278
2024-09-11,225.0157306928555
2024-09-12,223.20515416344773
2024-09-13,225.66820761181188
2024-09-16,222.15448154169633
2024-09-17,225.63736407546975
2024-09-18,229.71525351180784
2024-09-19,233.6460426973137
2024-09-20,240.8417039501819
2024-09-23,241.99354704049222
2024-09-24,241.32597771752015
2024-09-25,235.39782183617467
2024-09-26,231.9480784320149
2024-09-27,233.09195513950812
2024-09-30,241.02406782740752
2024-10-01,245.9397653221209
2024-10-02,241.9605732702483
2024-10-03,237.58093263408438
2024-10-04,240.08403773940242
2024-10-07,242.86116438153397
2024-10-08,248.2667254656249
2024-10-09,246.33104286829325
2024-10-10,249.40808644922566
2024-10-11,252.5161813173741
2024-10-14,252.33508427935269
2024-10-15,249.52236190238645
2024-10-16,247.62179155806217
2024-10-17,254.0246363839155
2024-10-18,256.47423389833676
2024-10-21,250.50278783056817
2024-10-22,255.21770198649477
2024-10-23,253.0019821136732
2024-10-24,248.97682186598092
2024-10-25,249.5663804116508
2024-10-28,244.12047890869013
2024-10-29,246.49700152460738
2024-10-30,242.29504998646004
2024-10-31,239.77245672664472
2024-11-01,240.66471398419458
2024-11-04,245.26538631883065
2024-11-05,248.36576810000625
2024-11-06,245.0549073830923
2024-11-07,247.31197632187846
2024-11-08,251.7100695082699
2024-11-11,243.4577040112795
2024-11-12,244.8439558646942
2024-11-13,251.63569084452183
2024-11-14,247.51641713558277
2024-11-15,242.53219074219635
2024-11-18,241.50259141569703
2024-11-19,241.92189283111279
2024-11-20,245.072817992528
2024-11-21,240.13987810332728
2024-11-22,238.95391272521343
2024-11-25,236.48317710523474
2024-11-26,236.1048698533287
2024-11-27,239.26531949580004
2024-11-28,238.52175946314995
2024-11-29,238.30198110320453
2024-12-02,244.02939208933128
2024-12-03,239.42643413632564
2024-12-04,236.5938940781649
2024-12-05,226.88650633780327
2024-12-06,228.833458721961
2024-12-09,230.41262984325616
2024-12-10,224.90982308619056
2024-12-11,226.7057805256035
2024-12-12,226.47626112350667
2024-12-13,228.730583075161
2024-12-16,234.7806252276986
2024-12-17,238.82665360750525
2024-12-18,240.70683168204184
2024-12-19,242.11906014111304
2024-12-20,242.85953210058727
2024-12-23,248.5038906660126
2024-12-24,250.70477550957804
2024-12-25,255.05080460856962
2024-12-26,255.17025873617135
2024-12-27,255.17476285787856
2024-12-30,255.46937435518802
2024-12-31,255.64758967804408
