Date,GD
2023-08-01,99.81297769154286
2023-08-02,96.05372041487736
2023-08-03,98.3768398288326
2023-08-04,99.13723272829965
2023-08-07,100.21623424274314
2023-08-08,100.48916247694008
2023-08-09,99.31373434261525
2023-08-10,101.6449909618564
2023-08-11,102.47707957397762
2023-08-14,102.34262945754728
2023-08-15,101.05892091892115
2023-08-16,99.94094993680439
2023-08-17,99.72273983394662
2023-08-18,100.67257190991879
2023-08-21,97.45708614571436
2023-08-22,96.89293589377303
2023-08-23,98.44780699755933
2023-08-24,101.88647387870803
2023-08-25,105.01271394890753
2023-08-28,103.73955005363061
2023-08-29,106.35384670244744
2023-08-30,104.53193128934676
2023-08-31,102.60442338911757
2023-09-01,100.5808730620642
2023-09-04,100.21075966321958
2023-09-05,100.70743816594236
2023-09-06,100.55298263299436
2023-09-07,100.13293176435889
2023-09-08,97.23847722281776
2023-09-11,98.74929159645723
2023-09-12,96.72422602223737
2023-09-13,95.94756248520085
2023-09-14,94.34425694661425
2023-09-15,92.38421252076165
2023-09-18,91.03590011210893
2023-09-19,92.13750318712617
2023-09-20,90.13444272196011
2023-09-21,89.11902859618282
2023-09-22,89.79553522708078
2023-09-25,88.66135207032572
2023-09-26,87.83153049778896
2023-09-27,86.66457530496217
2023-09-28,84.14120313900285
2023-09-29,82.57657044457002
2023-10-02,82.27806032689166
2023-10-03,81.98643258251636
2023-10-04,82.40372892985876
2023-10-05,83.30171402972577
2023-10-06,82.60756331082484
2023-10-09,83.52030285173679
2023-10-10,79.14903144026538
2023-10-11,79.8580968547246
2023-10-12,81.9462126708759
2023-10-13,81.75548180749418
2023-10-16,81.43174115128936
2023-10-17,79.68540964593075
2023-10-18,80.35166038359789
2023-10-19,80.3765676288561
2023-10-20,83.24201953122326
2023-10-23,84.02071905320281
2023-10-24,83.66343859414995
2023-10-25,84.03943714143347
2023-10-26,82.06681601615739
2023-10-27,84.91255417189885
2023-10-30,85.40618159145421
2023-10-31,84.90739354520468
2023-11-01,88.84250198806211
2023-11-02,88.45821352571353
2023-11-03,87.83498059529248
2023-11-06,91.50593324992015
2023-11-07,93.38018943134489
2023-11-08,92.79507165034296
2023-11-09,93.8076221127536
2023-11-10,92.9153427997843
2023-11-13,90.7159927473228
2023-11-14,89.4002339187308
2023-11-15,90.53539687909317
2023-11-16,92.21963954153105
2023-11-17,89.42659963327463
2023-11-20,87.69324316473077
2023-11-21,89.72574789054765
2023-11-22,90.30499207300785
2023-11-23,89.78241014813025
2023-11-24,91.1918410358956
2023-11-27,87.39753128898565
2023-11-28,86.28984432171808
2023-11-29,83.47903959282453
2023-11-30,84.04509795222438
2023-12-01,81.63376319226865
2023-12-04,80.8551500758277
2023-12-05,83.06169967694059
2023-12-06,80.43693727462905
2023-12-07,79.2861634828244
2023-12-08,80.31889965493266
2023-12-11,78.56301611197483
2023-12-12,80.00146946840026
2023-12-13,76.84640103282919
2023-12-14,74.73341611151316
2023-12-15,76.06343808853971
2023-12-18,76.28638141864953
2023-12-19,76.27226733746728
2023-12-20,76.03401317270672
2023-12-21,78.07729021889334
2023-12-22,77.62824299118277
2023-12-25,76.60180228524786
2023-12-26,79.57804616956811
2023-12-27,80.76459232056423
2023-12-28,80.05840011408498
2023-12-29,83.01624627029712
2024-01-01,85.08607939146853
2024-01-02,83.19361243888946
2024-01-03,80.61443066975669
2024-01-04,79.93464434439771
2024-01-05,79.32414904624846
2024-01-08,76.54552073552452
2024-01-09,75.93574141657328
2024-01-10,76.0986844838737
2024-01-11,79.56856967307685
2024-01-12,80.28533062375023
2024-01-15,83.00758405110926
2024-01-16,85.00134913245475
2024-01-17,86.39251594373158
2024-01-18,84.8641603846342
2024-01-19,84.16093338831782
2024-01-22,85.2951248326286
2024-01-23,86.23362433355817
2024-01-24,85.42624004487796
2024-01-25,83.50509571048502
2024-01-26,81.59623587405146
2024-01-29,80.62870392196204
2024-01-30,82.60382075487534
2024-01-31,84.50210576240663
2024-02-01,86.76574917132527
2024-02-02,87.84905618320899
2024-02-05,85.75590155889316
2024-02-06,86.62344540194059
2024-02-07,87.75739013156111
2024-02-08,87.00811717463922
2024-02-09,89.44069003042407
2024-02-12,90.06723001231622
2024-02-13,96.863566439296
2024-02-14,98.35762575598976
2024-02-15,95.42251939424504
2024-02-16,96.56034995855484
2024-02-19,93.01208271433073
2024-02-20,93.13933471665017
2024-02-21,92.52088021526524
2024-02-22,92.06073755393025
2024-02-23,93.56981657350202
2024-02-26,93.93494384632216
2024-02-27,94.47067952438802
2024-02-28,95.05865147149032
2024-02-29,95.6329273867656
2024-03-01,97.01760921717556
2024-03-04,97.02562250287613
2024-03-05,96.39356914353722
2024-03-06,95.03097893439987
2024-03-07,97.27812336708921
2024-03-08,98.50528959688882
2024-03-11,98.75234838993227
2024-03-12,101.9072616897102
2024-03-13,102.92782919652326
2024-03-14,99.85903777428082
2024-03-15,97.2398888918287
2024-03-18,99.06561510442862
2024-03-19,100.99237503931865
2024-03-20,103.19253326315372
2024-03-21,102.9432690476889
2024-03-22,104.52404558091077
2024-03-25,103.0369656885075
2024-03-26,101.72866427476293
2024-03-27,97.91079419073623
2024-03-28,99.3749316130006
2024-03-29,97.01450982823145
2024-04-01,98.1179978257009
2024-04-02,96.41730386856482
2024-04-03,97.10392455585378
2024-04-04,98.06480589281372
2024-04-05,99.33189428599505
2024-04-08,102.84061555345838
2024-04-09,101.02996409399556
2024-04-10,100.22559177256726
2024-04-11,102.58636853655628
2024-04-12,102.4575345667173
2024-04-15,105.24827066396325
2024-04-16,101.09308945469026
2024-04-17,101.63918342701494
2024-04-18,99.13826155345257
2024-04-19,99.5762006725146
2024-04-22,100.52826896520617
2024-04-23,100.62140596332448
2024-04-24,99.16818322624087
2024-04-25,99.63323600745653
2024-04-26,98.37900262593115
2024-04-29,97.379123804773
2024-04-30,95.17219161763157
2024-05-01,94.03744918323602
2024-05-02,93.97556829869991
2024-05-03,98.7158221690144
2024-05-06,96.75619939402999
2024-05-07,96.42897804125224
2024-05-08,96.71707075926135
2024-05-09,98.47853073067195
2024-05-10,97.1641044578096
2024-05-13,95.06908646100017
2024-05-14,94.5596739498196
2024-05-15,96.5095131145258
2024-05-16,94.3245945109099
2024-05-17,96.14853257485242
2024-05-20,96.40800487914724
2024-05-21,93.80966569564376
2024-05-22,93.73507950008997
2024-05-23,94.23028909113224
2024-05-24,95.44042586159568
2024-05-27,96.10380610164333
2024-05-28,95.06595002764324
2024-05-29,92.33636086766008
2024-05-30,95.31425999387
2024-05-31,98.85906168011951
2024-06-03,97.97162721705075
2024-06-04,94.70386032230482
2024-06-05,94.73495313266774
2024-06-06,92.26979825876421
2024-06-07,91.753647324935
2024-06-10,88.60572576299762
2024-06-11,88.61197521817286
2024-06-12,89.66287885176673
2024-06-13,90.63156481314864
2024-06-14,92.09596708690074
2024-06-17,91.99211329256724
2024-06-18,91.22882333364267
2024-06-19,90.58726354489689
2024-06-20,92.7276884806108
2024-06-21,94.26793009265879
2024-06-24,93.51422975182018
2024-06-25,91.69376437347498
2024-06-26,91.50206050931887
2024-06-27,89.46827448748363
2024-06-28,92.21349577773128
2024-07-01,90.01875993363007
2024-07-02,88.86329660413794
2024-07-03,90.17688958916517
2024-07-04,89.9022468025942
2024-07-05,87.98552480902674
2024-07-08,85.03948319281234
2024-07-09,83.69095318163929
2024-07-10,83.19230684694254
2024-07-11,80.91091251211407
2024-07-12,77.47852485055391
2024-07-15,77.80361129185367
2024-07-16,77.62857232360548
2024-07-17,80.59159777523712
2024-07-18,82.5625027993057
2024-07-19,80.82005719953146
2024-07-22,77.5439657556114
2024-07-23,75.64788671341564
2024-07-24,77.66078983529569
2024-07-25,77.92199127903618
2024-07-26,78.00664306534175
2024-07-29,78.21011700395474
2024-07-30,78.54778074599461
2024-07-31,75.88093734042799
2024-08-01,75.08970475402784
2024-08-02,75.48650579413253
2024-08-05,74.48975173876197
2024-08-06,74.16844779525033
2024-08-07,73.0723737940068
2024-08-08,75.62194036352348
2024-08-09,75.43826873244106
2024-08-12,72.45722070303802
2024-08-13,76.87453760784607
2024-08-14,76.73833426436774
2024-08-15,77.100159035444
2024-08-16,77.83834582658417
2024-08-19,77.44657072483889
2024-08-20,75.91566376517228
2024-08-21,77.44305016851864
2024-08-22,77.40100751290238
2024-08-23,77.15060633251764
2024-08-26,78.63238880548768
2024-08-27,77.4330469251647
2024-08-28,78.63005606508179
2024-08-29,76.36206871185988
2024-08-30,77.09624364343371
2024-09-02,76.41773501893493
2024-09-03,74.23496122375224
2024-09-04,75.30734017641969
2024-09-05,74.12844224624094
2024-09-06,75.02759651215808
2024-09-09,75.51171209436347
2024-09-10,75.99374114634253
2024-09-11,76.31341967768786
2024-09-12,77.96948048796028
2024-09-13,77.11157373797238
2024-09-16,74.97240624488434
2024-09-17,75.70918561337972
2024-09-18,77.21942152547192
2024-09-19,76.35208349789609
2024-09-20,77.48140779718919
2024-09-23,78.8541340636916
2024-09-24,78.87057616504912
2024-09-25,79.54601673840574
2024-09-26,80.06408652617732
2024-09-27,81.50900348858524
2024-09-30,80.5938560552893
2024-10-01,82.45932708330051
2024-10-02,82.02720703535559
2024-10-03,82.99743342824561
2024-10-04,84.02271192055701
2024-10-07,85.16651712594488
2024-10-08,82.22606411648175
2024-10-09,85.09588803568327
2024-10-10,84.78726084751017
2024-10-11,82.96227311675159
2024-10-14,82.03106392721264
2024-10-15,82.46853035921974
2024-10-16,84.67696367898216
2024-10-17,85.89861499834335
2024-10-18,82.92281807435144
2024-10-21,80.298484745159
2024-10-22,78.98278198594639
2024-10-23,80.07973857977524
2024-10-24,79.68409536188335
2024-10-25,81.45350514315894
2024-10-28,82.81511672001659
2024-10-29,78.3569611419671
2024-10-30,80.0208669144143
2024-10-31,79.38082980406814
2024-11-01,79.23841549044356
2024-11-04,80.90160306251246
2024-11-05,80.77015560951216
2024-11-06,84.39895608134826
2024-11-07,85.6576130914357
2024-11-08,83.80199020864868
2024-11-11,83.63699653539162
2024-11-12,82.62521341514311
2024-11-13,81.706762432092
2024-11-14,81.3679593709321
2024-11-15,84.20570128360694
2024-11-18,83.15074541563753
2024-11-19,86.98586179828271
2024-11-20,89.4087629235266
2024-11-21,86.70155795832612
2024-11-22,88.48833448455427
2024-11-25,86.21458865617859
2024-11-26,85.93217504892577
2024-11-27,89.56494542073335
2024-11-28,91.0288197221752
2024-11-29,90.39690647255668
2024-12-02,90.00012374503234
2024-12-03,92.5987134937866
2024-12-04,94.13840669584083
2024-12-05,97.04855734358804
2024-12-06,96.28142198235913
2024-12-09,95.55715063764401
2024-12-10,99.87844888517465
2024-12-11,99.79126504624935
2024-12-12,104.36711930068212
2024-12-13,104.31722879064074
2024-12-16,102.60826852100982
2024-12-17,103.4005422573272
2024-12-18,107.00508569738146
2024-12-19,106.11472979204952
2024-12-20,108.81688140512269
2024-12-23,110.45944434072587
2024-12-24,111.76642999155932
2024-12-25,110.83032806970013
2024-12-26,109.56788416037698
2024-12-27,110.99599069680673
2024-12-30,115.6828228960956
2024-12-31,118.57059500715445
