Date,GE
2023-08-02,316.19165260419845
2023-08-03,317.16629246030806
2023-08-04,317.1349584717889
2023-08-07,320.0926484939596
2023-08-08,320.37183761299434
2023-08-09,318.02972465816606
2023-08-10,315.6321650638577
2023-08-11,309.3604680813248
2023-08-14,309.4643882097736
2023-08-15,310.68456417355947
2023-08-16,307.1851221857471
2023-08-17,305.4001910692702
2023-08-18,304.70638077235736
2023-08-21,299.8274507297699
2023-08-22,297.1574173817241
2023-08-23,298.8380696007328
2023-08-24,301.5620057853453
2023-08-25,309.0962644286348
2023-08-28,307.312602772858
2023-08-29,304.4896608313422
2023-08-30,306.6135003411224
2023-08-31,309.68210916091465
2023-09-01,307.67941565189665
2023-09-04,311.0335766932356
2023-09-05,312.43192925539296
2023-09-06,313.4710484636773
2023-09-07,309.8262030245318
2023-09-08,307.4482200532048
2023-09-11,303.4309977734825
2023-09-12,299.15857719466885
2023-09-13,300.73722500052503
2023-09-14,301.38353527172205
2023-09-15,308.747664743379
2023-09-18,313.1562206635457
2023-09-19,317.15499368231514
2023-09-20,323.7809353000872
2023-09-21,320.25267902534335
2023-09-22,323.93192844340894
2023-09-25,322.0437730079529
2023-09-26,322.2192717505846
2023-09-27,311.28760607741464
2023-09-28,314.9841686246048
2023-09-29,316.3770852368171
2023-10-02,309.119726312439
2023-10-03,316.332469733764
2023-10-04,316.54529959655486
2023-10-05,316.81660662700665
2023-10-06,314.99402073507895
2023-10-09,312.7180128921555
2023-10-10,313.6306439419801
2023-10-11,310.3506352908922
2023-10-12,309.5970591833455
2023-10-13,308.16110313225965
2023-10-16,300.49350092942467
2023-10-17,301.1769107461115
2023-10-18,295.1794848582397
2023-10-19,297.9261173537558
2023-10-20,293.8066088442988
2023-10-23,292.79682465061427
2023-10-24,292.31492765233946
2023-10-25,294.5714322926089
2023-10-26,290.1159666178711
2023-10-27,290.85524322717845
2023-10-30,295.9805365342256
2023-10-31,293.18408580160514
2023-11-01,291.90570376866583
2023-11-02,290.56452851269944
2023-11-03,290.5444768181832
2023-11-06,295.63917043135484
2023-11-07,296.50783200931744
2023-11-08,293.44430117764665
2023-11-09,291.761179881128
2023-11-10,296.381207420395
2023-11-13,292.83424609065656
2023-11-14,291.7218402991859
2023-11-15,288.8850189237989
2023-11-16,289.8261109005051
2023-11-17,287.9715637689658
2023-11-20,282.04011680084994
2023-11-21,281.52666192627487
2023-11-22,279.8117484847942
2023-11-23,287.73570133607603
2023-11-24,290.22599453721364
2023-11-27,288.3099253564637
2023-11-28,284.46959666188707
2023-11-29,283.9211628231244
2023-11-30,288.50099064317857
2023-12-01,281.99921314381453
2023-12-04,281.4806783132346
2023-12-05,282.4764361528551
2023-12-06,275.6445518548419
2023-12-07,271.2215974283076
2023-12-08,266.74159740307175
2023-12-11,265.45301087918506
2023-12-12,266.65151662407874
2023-12-13,263.7906557560237
2023-12-14,260.09763492696095
2023-12-15,258.396302945849
2023-12-18,260.9223096416766
2023-12-19,260.4354516745534
2023-12-20,263.92398378565736
2023-12-21,261.85974728648523
2023-12-22,255.86761084830673
2023-12-25,257.8826642748928
2023-12-26,253.6723744487252
2023-12-27,250.50729552914814
2023-12-28,249.1645989951705
2023-12-29,248.2654613155153
2024-01-01,244.74211808787467
2024-01-02,245.30767729836796
2024-01-03,240.2442189540469
2024-01-04,241.36407663894906
2024-01-05,242.74805159387077
2024-01-08,243.57961602394212
2024-01-09,246.5477309736676
2024-01-10,239.44983775577876
2024-01-11,239.40665665829704
2024-01-12,239.92313900586498
2024-01-15,239.16226913792264
2024-01-16,239.02750861230342
2024-01-17,239.7621691465368
2024-01-18,240.7234680937207
2024-01-19,241.8643672059082
2024-01-22,243.14830931019313
2024-01-23,240.51108758030503
2024-01-24,236.98499726426084
2024-01-25,239.52823941757245
2024-01-26,242.83068018143481
2024-01-29,245.0063899706246
2024-01-30,245.0719938497479
2024-01-31,247.5043787269636
2024-02-01,244.96757105779363
2024-02-02,240.27697170330268
2024-02-05,241.9002439327311
2024-02-06,244.02702908600315
2024-02-07,243.8580489940705
2024-02-08,244.9206487941156
2024-02-09,241.35917357813892
2024-02-12,240.0015539961363
2024-02-13,238.56630163320355
2024-02-14,240.96768729269246
2024-02-15,244.06257954185708
2024-02-16,247.36826346882634
2024-02-19,247.25559120545836
2024-02-20,246.0373133315372
2024-02-21,245.4381819442025
2024-02-22,239.39363896376932
2024-02-23,240.16372314064037
2024-02-26,239.64953324829725
2024-02-27,244.31241144594372
2024-02-28,244.65288747922637
2024-02-29,239.69860425133558
2024-03-01,241.37816081591117
2024-03-04,240.93608116080748
2024-03-05,240.9578702885631
2024-03-06,240.92652402948275
2024-03-07,239.37125878264504
2024-03-08,234.75428888690573
2024-03-11,238.4337418921902
2024-03-12,240.53382332668048
2024-03-13,241.72588038292992
2024-03-14,243.87581644171613
2024-03-15,248.3832113169432
2024-03-18,254.19727266754094
2024-03-19,250.36408198697785
2024-03-20,252.88334419851307
2024-03-21,249.84870056995464
2024-03-22,252.20073453043622
2024-03-25,255.00748522497935
2024-03-26,259.32596861773357
2024-03-27,257.29747722823095
2024-03-28,255.8882012676682
2024-03-29,264.26198932390287
2024-04-01,263.55247071258094
2024-04-02,266.95996290399705
2024-04-03,268.82869746653495
2024-04-04,273.16965224994715
2024-04-05,271.79112751967176
2024-04-08,275.3849470550699
2024-04-09,273.9539948520212
2024-04-10,278.13696066493105
2024-04-11,278.25992654212934
2024-04-12,277.1877175320279
2024-04-15,274.6312137194483
2024-04-16,276.4509585940949
2024-04-17,271.51152534830294
2024-04-18,272.88565079960017
2024-04-19,267.70912162742223
2024-04-22,273.9569076524973
2024-04-23,273.27969839876397
2024-04-24,271.10067672378324
2024-04-25,270.7214884487561
2024-04-26,274.1107147536263
2024-04-29,274.3169054197808
2024-04-30,276.7835222448054
2024-05-01,278.6150850931476
2024-05-02,278.2703543630337
2024-05-03,273.7059440806652
2024-05-06,274.89809916384274
2024-05-07,277.97269307504223
2024-05-08,278.33669521433563
2024-05-09,279.58595864019725
2024-05-10,286.18252944094087
2024-05-13,288.0884519403276
2024-05-14,292.2242757958827
2024-05-15,292.0163680528168
2024-05-16,290.1796205396666
2024-05-17,293.2368976821482
2024-05-20,290.54084070331845
2024-05-21,285.3498811417621
2024-05-22,283.5136572147099
2024-05-23,283.32111625773086
2024-05-24,283.2125805774455
2024-05-27,280.853464534607
2024-05-28,281.4611737656251
2024-05-29,278.9921390474006
2024-05-30,283.72476672492445
2024-05-31,284.93589190126374
2024-06-03,286.3625227754319
2024-06-04,282.2825953043737
2024-06-05,284.11112079280815
2024-06-06,286.5729466042958
2024-06-07,283.34892176187856
2024-06-10,281.2541677775438
2024-06-11,278.0841810236458
2024-06-12,273.4429410980264
2024-06-13,273.63740034134395
2024-06-14,274.9788423637363
2024-06-17,281.265851810529
2024-06-18,285.56646699159853
2024-06-19,282.5575955246176
2024-06-20,284.3918094455271
2024-06-21,287.1213421014602
2024-06-24,281.02254670765615
2024-06-25,285.2373081235718
2024-06-26,292.31173546798885
2024-06-27,291.756475733478
2024-06-28,290.6695705324289
2024-07-01,289.63656694909866
2024-07-02,298.53857760094536
2024-07-03,292.9181923290147
2024-07-04,294.46590414718975
2024-07-05,301.32901585247123
2024-07-08,301.8622157963171
2024-07-09,294.5584091488898
2024-07-10,289.783614589677
2024-07-11,287.7642868510775
2024-07-12,291.21219685521106
2024-07-15,296.3399426378172
2024-07-16,295.54296863480124
2024-07-17,292.8628127994266
2024-07-18,294.5897128875232
2024-07-19,292.3326412454914
2024-07-22,294.4114868511613
2024-07-23,295.45303604703383
2024-07-24,300.04421043840983
2024-07-25,300.1633750633066
2024-07-26,300.6286451952656
2024-07-29,298.5470582179793
2024-07-30,295.74457153719027
2024-07-31,295.7179751041182
2024-08-01,299.49872079642137
2024-08-02,295.0328844230333
2024-08-05,298.9464968163099
2024-08-06,295.36187775960195
2024-08-07,301.58845093759385
2024-08-08,304.1024969632617
2024-08-09,309.02318507073113
2024-08-12,310.9149489218463
2024-08-13,306.38449898814986
2024-08-14,303.4708731552949
2024-08-15,302.957861365353
2024-08-16,298.1982802444055
2024-08-19,298.68698426084103
2024-08-20,302.67633698161575
2024-08-21,306.70433394241473
2024-08-22,300.809897227198
2024-08-23,298.4795851337291
2024-08-26,291.7585626119807
2024-08-27,293.23266587554855
2024-08-28,289.9164700701858
2024-08-29,286.8319875018892
2024-08-30,290.1665002073682
2024-09-02,293.99675527066574
2024-09-03,291.9190823439477
2024-09-04,292.2515998347315
2024-09-05,298.85542892864186
2024-09-06,294.8257372163341
2024-09-09,293.39514222709664
2024-09-10,291.6382559700937
2024-09-11,282.04320774058004
2024-09-12,278.9804754288694
2024-09-13,274.67828730668305
2024-09-16,277.80016802038193
2024-09-17,275.52817005628924
2024-09-18,280.74661948859307
2024-09-19,279.80536496469676
2024-09-20,279.47894061412825
2024-09-23,279.6309144420359
2024-09-24,279.5817896626904
2024-09-25,280.8347663826072
2024-09-26,285.2747328179134
2024-09-27,287.83326568609885
2024-09-30,282.40738516449466
2024-10-01,277.2241676189225
2024-10-02,275.9642136813301
2024-10-03,270.68675751677927
2024-10-04,275.403407590245
2024-10-07,274.115424629994
2024-10-08,271.49509371001335
2024-10-09,276.0575081997001
2024-10-10,268.7419828082501
2024-10-11,271.321223757486
2024-10-14,262.547250967757
2024-10-15,264.08286519105616
2024-10-16,266.94176129551835
2024-10-17,261.6232443883633
2024-10-18,263.3804298250008
2024-10-21,264.48434785718746
2024-10-22,267.0059649673811
2024-10-23,270.39924289294555
2024-10-24,267.69907001886537
2024-10-25,267.59031071136326
2024-10-28,266.5928230159795
2024-10-29,269.68898198796904
2024-10-30,272.35078434437503
2024-10-31,272.54858131561525
2024-11-01,271.44446145989315
2024-11-04,272.80849039798494
2024-11-05,274.65603106874596
2024-11-06,274.3582449305346
2024-11-07,272.3323763731558
2024-11-08,273.4816067218013
2024-11-11,272.12484842573656
2024-11-12,274.69327963433415
2024-11-13,269.0871026129664
2024-11-14,273.92419422796036
2024-11-15,275.13541516613986
2024-11-18,280.1609383595554
2024-11-19,279.49140739688255
2024-11-20,277.77689748406823
2024-11-21,276.2710284874372
2024-11-22,279.8744043932115
2024-11-25,276.97330286435636
2024-11-26,274.3236640741235
2024-11-27,277.7758507386396
2024-11-28,277.59856287240376
2024-11-29,274.9512523143704
2024-12-02,280.21556669328623
2024-12-03,275.30684016858623
2024-12-04,274.51637674967014
2024-12-05,273.2649496215749
2024-12-06,268.925784459342
2024-12-09,266.5166530998865
2024-12-10,267.1211811696803
2024-12-11,267.2251408593276
2024-12-12,270.45631340685856
2024-12-13,270.89860129630637
2024-12-16,267.77657680351706
2024-12-17,274.6564959641758
2024-12-18,274.17415619774414
2024-12-19,280.24093148479363
2024-12-20,282.851343170149
2024-12-23,289.41481936666116
2024-12-24,289.1423610424049
2024-12-25,292.5603807183411
2024-12-26,288.10371975786796
2024-12-27,286.8091186180167
2024-12-30,288.71400679807067
2024-12-31,283.04839426127404
