Date,GS
2023-08-03,547.7943752292325
2023-08-04,525.5977162606229
2023-08-07,538.2530229957079
2023-08-08,522.5152818636493
2023-08-09,536.629834335952
2023-08-10,550.9731613238968
2023-08-11,551.7894346877663
2023-08-14,559.9045374013319
2023-08-15,588.2967621706468
2023-08-16,589.4425752081086
2023-08-17,579.0737165909904
2023-08-18,582.494672957313
2023-08-21,566.2711795702966
2023-08-22,566.6546467330905
2023-08-23,569.0484280818036
2023-08-24,569.5817030412054
2023-08-25,552.7120700268711
2023-08-28,564.5129101637827
2023-08-29,577.2193259895862
2023-08-30,582.9841978498425
2023-08-31,570.3547806165155
2023-09-01,579.853466202502
2023-09-04,551.5102757079974
2023-09-05,563.3816277759311
2023-09-06,568.9360443406458
2023-09-07,572.8620366976587
2023-09-08,580.8724957807761
2023-09-11,587.3397636803562
2023-09-12,583.5882321913787
2023-09-13,573.8549957487373
2023-09-14,574.6975007400906
2023-09-15,566.8936151789405
2023-09-18,574.7745542383807
2023-09-19,587.0347463001475
2023-09-20,587.5156089864132
2023-09-21,595.3417250715017
2023-09-22,585.8934665306219
2023-09-25,577.2257907545937
2023-09-26,580.8996249029898
2023-09-27,577.7835943293022
2023-09-28,585.8079278601816
2023-09-29,594.6910813105369
2023-10-02,591.3542411786631
2023-10-03,562.2959503803635
2023-10-04,559.187413236922
2023-10-05,545.9923471818989
2023-10-06,538.4183679232742
2023-10-09,543.0254198525415
2023-10-10,543.4613684483797
2023-10-11,545.481397516427
2023-10-12,544.2237812289726
2023-10-13,533.7836084804052
2023-10-16,525.5669252282465
2023-10-17,525.9777259987628
2023-10-18,546.0060180569635
2023-10-19,542.3610267086
2023-10-20,547.2157863184525
2023-10-23,556.4081959822257
2023-10-24,545.8863953559028
2023-10-25,552.9091002025702
2023-10-26,566.4444406527168
2023-10-27,546.8631312617105
2023-10-30,541.6777318032667
2023-10-31,542.3407971648767
2023-11-01,543.5186324026142
2023-11-02,561.5396878794818
2023-11-03,544.5458383960347
2023-11-06,546.8373591502534
2023-11-07,534.5290538686602
2023-11-08,533.4352312242441
2023-11-09,530.0557647721412
2023-11-10,539.3616840310195
2023-11-13,550.5138069918081
2023-11-14,566.8213984271056
2023-11-15,549.4094233393896
2023-11-16,551.9848541238495
2023-11-17,552.6764008613841
2023-11-20,547.5445569471307
2023-11-21,545.9151807973398
2023-11-22,543.012265986015
2023-11-23,550.5354049514381
2023-11-24,547.9923086901474
2023-11-27,554.4064211290275
2023-11-28,559.2030796989412
2023-11-29,559.0327439945855
2023-11-30,552.3844177247882
2023-12-01,544.6242065745552
2023-12-04,546.4731988315748
2023-12-05,553.4462417344763
2023-12-06,555.7315460764486
2023-12-07,571.3218785574511
2023-12-08,570.3540066626812
2023-12-11,560.3956204013411
2023-12-12,564.3530352382564
2023-12-13,586.7744327813342
2023-12-14,585.3188590551075
2023-12-15,588.5521013389088
2023-12-18,594.6611092674161
2023-12-19,609.3164215006842
2023-12-20,617.5048034023628
2023-12-21,614.6404423601615
2023-12-22,602.1548439647105
2023-12-25,597.3574676152485
2023-12-26,594.7424292120999
2023-12-27,600.1701319573408
2023-12-28,617.2487552912745
2023-12-29,637.0783005074557
2024-01-01,645.6174289042466
2024-01-02,652.0443749166672
2024-01-03,648.9426494643237
2024-01-04,641.6701867323809
2024-01-05,614.728933131499
2024-01-08,611.1583379031192
2024-01-09,595.011821611794
2024-01-10,586.4295136961719
2024-01-11,585.0339689919687
2024-01-12,567.8114616967248
2024-01-15,545.2605220840845
2024-01-16,541.2979100449321
2024-01-17,542.8555401671055
2024-01-18,552.1711816234109
2024-01-19,548.361283302697
2024-01-22,552.2869874038063
2024-01-23,546.7446710753866
2024-01-24,548.6706566533293
2024-01-25,552.9683619159268
2024-01-26,545.0292368099975
2024-01-29,542.9273712729168
2024-01-30,547.6697392387182
2024-01-31,541.3284429958277
2024-02-01,543.7729709497013
2024-02-02,554.5698278220119
2024-02-05,544.5948499919361
2024-02-06,535.9932960434411
2024-02-07,530.013583855176
2024-02-08,510.4036183575483
2024-02-09,512.7473850998325
2024-02-12,510.51559861553864
2024-02-13,516.9715401571508
2024-02-14,520.951240087649
2024-02-15,517.6297967410878
2024-02-16,519.4814672497627
2024-02-19,519.8883174659577
2024-02-20,507.58192498605
2024-02-21,501.92226141770806
2024-02-22,512.001231672182
2024-02-23,520.0608139492718
2024-02-26,531.360886575132
2024-02-27,542.3077426532374
2024-02-28,538.6151708144346
2024-02-29,562.7026567406526
2024-03-01,555.5413889403814
2024-03-04,556.0153811077214
2024-03-05,568.2207907551257
2024-03-06,565.0959889176114
2024-03-07,566.7005810796883
2024-03-08,576.2640699632967
2024-03-11,571.7798899523385
2024-03-12,568.8699510199656
2024-03-13,570.9934422015007
2024-03-14,565.3035863492053
2024-03-15,560.2402328218499
2024-03-18,562.9562703184974
2024-03-19,561.1892503630852
2024-03-20,572.15249561238
2024-03-21,582.6879456253743
2024-03-22,584.3063132779347
2024-03-25,599.4535137402877
2024-03-26,585.4975103873546
2024-03-27,577.0175957581096
2024-03-28,578.9409302310956
2024-03-29,577.7507079237582
2024-04-01,581.5812401535727
2024-04-02,580.4878070156882
2024-04-03,550.6637855773416
2024-04-04,542.4457796080376
2024-04-05,542.9333669087446
2024-04-08,531.9907627667096
2024-04-09,514.6838867046392
2024-04-10,509.0817779189664
2024-04-11,499.5671243229301
2024-04-12,510.951979552835
2024-04-15,512.0930822790988
2024-04-16,508.12088923799905
2024-04-17,512.6452827768
2024-04-18,526.5873034955154
2024-04-19,530.0167042604705
2024-04-22,523.1321451654516
2024-04-23,516.1491373117203
2024-04-24,518.9833986225748
2024-04-25,519.1604202765792
2024-04-26,498.1731704656285
2024-04-29,507.70277915573274
2024-04-30,511.35521605413453
2024-05-01,506.0047810038916
2024-05-02,501.6380632617231
2024-05-03,486.2031539980526
2024-05-06,482.99108062329174
2024-05-07,487.38979007827305
2024-05-08,496.98726491101235
2024-05-09,503.6129213761937
2024-05-10,504.34132059121436
2024-05-13,492.0115255553563
2024-05-14,475.4947894862954
2024-05-15,486.87445510181726
2024-05-16,493.3081165488014
2024-05-17,486.77494268894685
2024-05-20,484.9185945547301
2024-05-21,497.31991997274656
2024-05-22,499.4994221211804
2024-05-23,510.45752012450464
2024-05-24,531.4705419156962
2024-05-27,529.2062472512353
2024-05-28,527.5346479896391
2024-05-29,536.7828174738761
2024-05-30,540.6570862245959
2024-05-31,535.2115684598365
2024-06-03,526.5531852470033
2024-06-04,534.5814200040687
2024-06-05,535.876856879515
2024-06-06,542.4973703529117
2024-06-07,539.6672346389133
2024-06-10,538.5402172498058
2024-06-11,537.1171331730695
2024-06-12,534.2265745425784
2024-06-13,543.8009352241439
2024-06-14,530.6726222028462
2024-06-17,529.0905311712235
2024-06-18,543.5575859520658
2024-06-19,552.6956402301691
2024-06-20,541.1108564255986
2024-06-21,551.9914457360252
2024-06-24,547.7063764570747
2024-06-25,552.8172416404076
2024-06-26,565.1264656325542
2024-06-27,589.1746191176782
2024-06-28,578.0920043610697
2024-07-01,570.8921440481492
2024-07-02,571.7167215969395
2024-07-03,570.3937223139498
2024-07-04,573.4623087160767
2024-07-05,578.6472276733164
2024-07-08,588.6221910312466
2024-07-09,586.921266361335
2024-07-10,585.9021492801958
2024-07-11,578.7852865564142
2024-07-12,583.3270008571176
2024-07-15,588.5935866704289
2024-07-16,584.6554984673045
2024-07-17,588.7855660865408
2024-07-18,593.2000345968333
2024-07-19,575.2292567032666
2024-07-22,562.4210411306187
2024-07-23,554.5612540435707
2024-07-24,566.5617975121024
2024-07-25,580.3193743810974
2024-07-26,596.7420984553511
2024-07-29,600.5067626766901
2024-07-30,601.4167157448728
2024-07-31,594.1031369411933
2024-08-01,577.6854278369667
2024-08-02,568.0271723312568
2024-08-05,583.148300378366
2024-08-06,580.5136457945767
2024-08-07,577.0341542527717
2024-08-08,586.3609740719461
2024-08-09,596.5389594463865
2024-08-12,589.3225445562705
2024-08-13,583.9363629478057
2024-08-14,591.618242381356
2024-08-15,611.5694063374718
2024-08-16,630.8724352617795
2024-08-19,613.3563874936755
2024-08-20,624.2818821025704
2024-08-21,605.5863086639004
2024-08-22,610.0236538070038
2024-08-23,585.1211720708187
2024-08-26,593.7562361846742
2024-08-27,595.9187390886563
2024-08-28,612.4824610156535
2024-08-29,610.2492011906928
2024-08-30,586.7795535721267
2024-09-02,587.1126283168672
2024-09-03,597.6040466410758
2024-09-04,580.7425138958218
2024-09-05,588.0217630155523
2024-09-06,607.1556741917078
2024-09-09,600.5785519253865
2024-09-10,589.1130575172443
2024-09-11,574.42941713723
2024-09-12,567.8677993547576
2024-09-13,564.0926541153966
2024-09-16,553.8128596580488
2024-09-17,551.9129974260176
2024-09-18,532.9051138942402
2024-09-19,545.718026007694
2024-09-20,541.5189339332767
2024-09-23,538.3849751128353
2024-09-24,536.7426109573864
2024-09-25,528.2085012472485
2024-09-26,527.2381536856251
2024-09-27,527.175088872099
2024-09-30,518.7362826332436
2024-10-01,521.5172524215183
2024-10-02,521.6341626068267
2024-10-03,534.3312293945611
2024-10-04,524.6015368135961
2024-10-07,525.7029731440101
2024-10-08,538.6979522966967
2024-10-09,519.1346588307193
2024-10-10,530.881681933017
2024-10-11,537.096304946432
2024-10-14,539.0316191204098
2024-10-15,538.7448041660743
2024-10-16,540.9367632066716
2024-10-17,537.7165540796374
2024-10-18,547.1486717228214
2024-10-21,535.6478310972627
2024-10-22,536.7764698877563
2024-10-23,536.4877113854994
2024-10-24,540.9956411890204
2024-10-25,553.6095096269495
2024-10-28,547.5410804772854
2024-10-29,557.3580278500184
2024-10-30,562.9376951595242
2024-10-31,557.6002750476227
2024-11-01,572.8609141609913
2024-11-04,566.9196377148107
2024-11-05,588.3485910740743
2024-11-06,585.4378286441114
2024-11-07,587.9601667495954
2024-11-08,577.3358684627154
2024-11-11,573.7984362452106
2024-11-12,566.9311576537945
2024-11-13,576.4841771657058
2024-11-14,572.6282550971634
2024-11-15,573.2838375113057
2024-11-18,575.0855630747266
2024-11-19,562.9018307416421
2024-11-20,568.4183036145355
2024-11-21,590.1425181991295
2024-11-22,584.221514676928
2024-11-25,601.0687329740044
2024-11-26,602.3293876724881
2024-11-27,588.6624668762848
2024-11-28,584.273270436721
2024-11-29,590.2435768076408
2024-12-02,607.3508831961981
2024-12-03,616.3585487662407
2024-12-04,605.3373691583433
2024-12-05,618.816024517834
2024-12-06,632.6206940498761
2024-12-09,627.6019801760763
2024-12-10,624.5586752077394
2024-12-11,629.4709842553691
2024-12-12,631.4358559177489
2024-12-13,633.0567417757902
2024-12-16,638.0380966048164
2024-12-17,629.8187700210342
2024-12-18,632.536199480822
2024-12-19,632.443094338488
2024-12-20,636.9627953899211
2024-12-23,621.4264464842726
2024-12-24,619.7855055227283
2024-12-25,619.3919006884648
2024-12-26,630.63058418136
2024-12-27,623.8922297344567
2024-12-30,635.0969840652538
2024-12-31,643.9160371982907
