Date,PLD
2023-08-01,100.95427395234499
2023-08-02,99.63972541131957
2023-08-03,97.84912177461904
2023-08-04,96.6254035832173
2023-08-07,95.47366712324921
2023-08-08,94.63750508404911
2023-08-09,92.92713366617035
2023-08-10,89.87548824521186
2023-08-11,89.82718923125762
2023-08-14,90.2012620494638
2023-08-15,88.85218941664871
2023-08-16,86.23065359107179
2023-08-17,85.52302720547047
2023-08-18,86.39333968113687
2023-08-21,89.83485263773707
2023-08-22,88.02308648179343
2023-08-23,88.79703260929978
2023-08-24,89.84309154888348
2023-08-25,91.09865747545689
2023-08-28,88.50386932924621
2023-08-29,85.69079648160975
2023-08-30,87.1089901768221
2023-08-31,89.03161273908124
2023-09-01,86.54072987647139
2023-09-04,84.71962282957081
2023-09-05,86.13675238854135
2023-09-06,84.22514822201468
2023-09-07,83.2062093468913
2023-09-08,83.46142613122184
2023-09-11,83.7651804823055
2023-09-12,80.4024487503684
2023-09-13,82.42598699204919
2023-09-14,80.76541343508708
2023-09-15,80.57527471743917
2023-09-18,79.77258445047958
2023-09-19,81.15463068270209
2023-09-20,79.80502127629092
2023-09-21,80.49378599127058
2023-09-22,78.51864269318699
2023-09-25,77.13138518810354
2023-09-26,76.72449101766907
2023-09-27,76.89502883723037
2023-09-28,77.1708456831648
2023-09-29,73.79271532462054
2023-10-02,76.66585675875126
2023-10-03,77.11789114656735
2023-10-04,78.55320901319706
2023-10-05,75.50763973839504
2023-10-06,75.290303806815
2023-10-09,73.42957233859414
2023-10-10,72.18927411689324
2023-10-11,73.45204093653427
2023-10-12,73.5594183483906
2023-10-13,74.27897614654024
2023-10-16,72.53376490641215
2023-10-17,68.58475452055096
2023-10-18,67.90452795889549
2023-10-19,67.89608333945911
2023-10-20,69.94633236573388
2023-10-23,69.97858365035073
2023-10-24,71.2612576665469
2023-10-25,72.13072254981755
2023-10-26,70.42748770366742
2023-10-27,70.70913248126152
2023-10-30,72.38827203023631
2023-10-31,71.03561771022751
2023-11-01,70.49206711723265
2023-11-02,69.98258940288136
2023-11-03,67.15161121183662
2023-11-06,68.6990482469781
2023-11-07,69.51685459793505
2023-11-08,68.9876636449001
2023-11-09,68.98280846333249
2023-11-10,70.97184753777474
2023-11-13,71.42777665447738
2023-11-14,71.15616626586873
2023-11-15,67.49162260612681
2023-11-16,67.95479889341259
2023-11-17,65.7172130273795
2023-11-20,64.8714411496456
2023-11-21,64.72457182073153
2023-11-22,66.51710990997383
2023-11-23,66.15474426272692
2023-11-24,66.63968562904326
2023-11-27,67.46612296851579
2023-11-28,68.14782989467176
2023-11-29,66.2122469838125
2023-11-30,66.18611126388222
2023-12-01,68.57700194891225
2023-12-04,68.61440986232856
2023-12-05,66.43394530020085
2023-12-06,67.22890813765977
2023-12-07,67.42342312511414
2023-12-08,65.70424555369013
2023-12-11,64.11010521823702
2023-12-12,63.706299458743246
2023-12-13,64.28359792061373
2023-12-14,62.54472623003651
2023-12-15,63.212084275622146
2023-12-18,65.26609313101287
2023-12-19,63.28147983902827
2023-12-20,63.35781619372168
2023-12-21,64.17360981420094
2023-12-22,64.254681146522
2023-12-25,65.22280093637252
2023-12-26,63.585460238771695
2023-12-27,63.5025786595771
2023-12-28,63.45138753309976
2023-12-29,62.44036018570802
2024-01-01,60.76944550174122
2024-01-02,58.980684410091825
2024-01-03,57.311808810269845
2024-01-04,57.252027972890765
2024-01-05,56.0555544904929
2024-01-08,56.80139615561653
2024-01-09,58.35164723187039
2024-01-10,59.54232603612849
2024-01-11,60.34119537725232
2024-01-12,62.35925672483133
2024-01-15,60.556341518773294
2024-01-16,61.14676104879926
2024-01-17,62.60336965862454
2024-01-18,61.7621690361757
2024-01-19,60.17039407715363
2024-01-22,60.3743852011175
2024-01-23,59.543539505670594
2024-01-24,57.55165254855885
2024-01-25,58.01002589990595
2024-01-26,56.76471398366754
2024-01-29,57.350726560232886
2024-01-30,56.02872465262554
2024-01-31,56.75483794126311
2024-02-01,56.202255390016134
2024-02-02,58.49331301184646
2024-02-05,59.77715609841469
2024-02-06,58.606790735594174
2024-02-07,60.71121424937827
2024-02-08,62.29732082509025
2024-02-09,65.89820009885428
2024-02-12,66.56438547140372
2024-02-13,66.16560772465573
2024-02-14,68.06600884267259
2024-02-15,67.18237372939258
2024-02-16,68.94131401046161
2024-02-19,70.56198017262606
2024-02-20,69.7137234172688
2024-02-21,70.05575105331081
2024-02-22,68.95803812624136
2024-02-23,67.18366730736857
2024-02-26,66.84776638331596
2024-02-27,68.85801152394646
2024-02-28,69.56143380316259
2024-02-29,68.53948875796229
2024-03-01,68.57350077132959
2024-03-04,71.2710460014031
2024-03-05,69.14687209883004
2024-03-06,70.07664690176819
2024-03-07,71.97441809174228
2024-03-08,74.56311303136492
2024-03-11,74.42602504690515
2024-03-12,76.6797800781758
2024-03-13,76.44152088032651
2024-03-14,75.45877579868755
2024-03-15,74.91502723470072
2024-03-18,75.97016940040277
2024-03-19,76.27883188969184
2024-03-20,78.02489393134535
2024-03-21,75.22345803828763
2024-03-22,76.9175197496755
2024-03-25,75.73120083524796
2024-03-26,74.32866235299475
2024-03-27,74.87591394496941
2024-03-28,73.83616662746174
2024-03-29,75.26500645937229
2024-04-01,76.36046642911361
2024-04-02,77.40725774570592
2024-04-03,77.56785562367979
2024-04-04,77.93192494988565
2024-04-05,76.32919233153665
2024-04-08,77.5861092645034
2024-04-09,76.44945372444379
2024-04-10,80.51412192310225
2024-04-11,80.43783087720459
2024-04-12,83.11628480811476
2024-04-15,80.74415978018106
2024-04-16,83.72935595078103
2024-04-17,84.1111858078012
2024-04-18,83.1103848216134
2024-04-19,81.48803128869375
2024-04-22,81.89626492595099
2024-04-23,81.99582381343288
2024-04-24,80.21091838544541
2024-04-25,80.94149400194456
2024-04-26,81.98391819971309
2024-04-29,82.73914658117386
2024-04-30,83.37399760843513
2024-05-01,83.0629887922734
2024-05-02,80.127952407645
2024-05-03,80.91304620809494
2024-05-06,83.0192129643672
2024-05-07,84.09638715775486
2024-05-08,85.36811583085975
2024-05-09,84.58248964343301
2024-05-10,84.7529306438651
2024-05-13,84.30208162439853
2024-05-14,83.73304920899376
2024-05-15,83.75168632385214
2024-05-16,82.11685742244781
2024-05-17,83.88489628514493
2024-05-20,82.99378668228628
2024-05-21,85.657517496317
2024-05-22,84.57049640618126
2024-05-23,84.43814031485844
2024-05-24,82.21195920171289
2024-05-27,83.43468010070615
2024-05-28,83.03130943506527
2024-05-29,81.60900607635762
2024-05-30,81.46144863662185
2024-05-31,79.4784913646513
2024-06-03,76.75316568676833
2024-06-04,77.94251969503256
2024-06-05,76.31068642381013
2024-06-06,76.64747360916218
2024-06-07,76.04971414196336
2024-06-10,78.17948987244846
2024-06-11,76.15130263402011
2024-06-12,79.46500404971496
2024-06-13,77.84430272436808
2024-06-14,80.33095303249583
2024-06-17,81.02177415434379
2024-06-18,80.93892213805138
2024-06-19,80.04564113800895
2024-06-20,82.62985378953815
2024-06-21,83.17818266661098
2024-06-24,83.89821995068151
2024-06-25,81.99743788524447
2024-06-26,83.02557148952756
2024-06-27,81.45055368954371
2024-06-28,82.374142559939
2024-07-01,82.12728843371073
2024-07-02,82.21603708553722
2024-07-03,86.86972800218027
2024-07-04,85.75806962183538
2024-07-05,85.64559018137699
2024-07-08,82.25534336620338
2024-07-09,80.86486031018086
2024-07-10,81.57606138201702
2024-07-11,80.14991542915266
2024-07-12,79.36602696972659
2024-07-15,81.30432628159919
2024-07-16,83.1330632604211
2024-07-17,83.37394158918063
2024-07-18,85.38801023002638
2024-07-19,82.29081025724398
2024-07-22,82.89063792527162
2024-07-23,83.08945205376682
2024-07-24,83.71990855495847
2024-07-25,82.80222210335955
2024-07-26,80.20392881625254
2024-07-29,80.24844823298552
2024-07-30,83.01913561419182
2024-07-31,82.55967774989125
2024-08-01,84.10984537328773
2024-08-02,83.9978973558087
2024-08-05,85.17152065326067
2024-08-06,86.66100488044867
2024-08-07,84.95810611071198
2024-08-08,83.60759343605949
2024-08-09,83.88660421738659
2024-08-12,84.77435955234316
2024-08-13,85.01548646436083
2024-08-14,87.63491728405108
2024-08-15,90.67871637478565
2024-08-16,88.84390003331437
2024-08-19,90.92311302190572
2024-08-20,92.19366338502039
2024-08-21,88.10024362258704
2024-08-22,85.54655042259674
2024-08-23,84.55921080448029
2024-08-26,86.31708510585892
2024-08-27,85.82738227870826
2024-08-28,83.55211397393886
2024-08-29,80.50909182263592
2024-08-30,76.67764359009954
2024-09-02,75.54405924794963
2024-09-03,74.98424685131486
2024-09-04,72.7404718912758
2024-09-05,72.88957326757907
2024-09-06,72.80031388198542
2024-09-09,71.40254642435896
2024-09-10,73.7619265486286
2024-09-11,73.4750355179562
2024-09-12,72.60565601289645
2024-09-13,75.37998347368513
2024-09-16,73.23703341008981
2024-09-17,74.31194982456834
2024-09-18,75.12488830708664
2024-09-19,74.2052278867002
2024-09-20,74.42544222722772
2024-09-23,76.05208848959396
2024-09-24,77.21567011572638
2024-09-25,79.44177208834121
2024-09-26,78.52443270995416
2024-09-27,77.86131652328088
2024-09-30,76.09795248033902
2024-10-01,76.54956469085205
2024-10-02,76.7537331246628
2024-10-03,78.2265330761205
2024-10-04,77.53820268599107
2024-10-07,78.21542218351233
2024-10-08,74.49014969276223
2024-10-09,74.447406611692
2024-10-10,74.02388202503157
2024-10-11,74.58598111386878
2024-10-14,73.03961414011536
2024-10-15,74.20879732472157
2024-10-16,73.7926861120345
2024-10-17,75.06517470912074
2024-10-18,73.15587348912217
2024-10-21,74.24243826667659
2024-10-22,73.13069352561901
2024-10-23,71.50718614329695
2024-10-24,70.58022043824703
2024-10-25,71.93878326349851
2024-10-28,72.97086947737773
2024-10-29,74.61573123370084
2024-10-30,72.86194930755161
2024-10-31,76.14531830981387
2024-11-01,76.15601638590483
2024-11-04,75.20517298556926
2024-11-05,72.05601865795792
2024-11-06,67.91173665954587
2024-11-07,68.16519509389389
2024-11-08,67.07656957419422
2024-11-11,66.17819943331266
2024-11-12,66.22802470285166
2024-11-13,67.69787493621538
2024-11-14,67.18160396132647
2024-11-15,65.1139807662724
2024-11-18,65.35521902053037
2024-11-19,65.82959625732877
2024-11-20,66.19876042959925
2024-11-21,66.56080973847942
2024-11-22,64.45301993042041
2024-11-25,64.72722934292015
2024-11-26,64.31424101698808
2024-11-27,64.82738827490878
2024-11-28,65.2570148381666
2024-11-29,63.88279167751509
2024-12-02,65.8587267938835
2024-12-03,67.10009501144684
2024-12-04,68.49894272459078
2024-12-05,70.16772204260127
2024-12-06,68.94393962595065
2024-12-09,70.17312788656942
2024-12-10,69.88452235258535
2024-12-11,69.84596867325732
2024-12-12,72.37356678254345
2024-12-13,72.63663911334076
2024-12-16,70.90148815813187
2024-12-17,68.14819566185986
2024-12-18,65.91961643606513
2024-12-19,64.77539351187285
2024-12-20,64.21094445511298
2024-12-23,65.73909043887235
2024-12-24,64.90200980007614
2024-12-25,64.64239187335322
2024-12-26,62.387775628488875
2024-12-27,61.904087256579125
2024-12-30,64.84158989384925
2024-12-31,66.27269231124484
